Sample,Country,Gender,Age,Age Group,lpfsbf1,lpfsbf2,lpfsbf3,lpfsbf4,lpfsbf5,lpfsbf6,lpfsbf7,lpfsbf8,lpfsbf9,lpfsbf10,lpfsbf11,lpfsbf12
2,1,0,66,5,2,2,2,2,2,2,3,1,2,1,3,2
2,1,0,66,5,2,2,1,2,2,2,2,2,2,2,3,2
2,1,0,66,5,1,3,2,2,3,3,2,2,3,1,3,2
2,1,0,66,5,1,1,2,3,3,3,2,3,3,2,3,3
2,1,1,66,5,3,3,3,2,3,3,3,2,3,3,3,2
2,4,0,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,66,5,1,2,1,1,1,1,1,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,1,2,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,1,2,1,1,1
2,5,0,66,5,1,1,1,1,1,1,2,1,1,1,1,1
2,5,1,66,5,1,1,1,1,1,1,1,2,1,1,1,1
2,5,1,66,5,1,1,1,1,1,1,1,1,2,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,2,2,1,1,1
2,5,0,66,5,1,1,1,1,1,1,1,1,1,1,2,2
2,5,0,66,5,1,1,1,1,1,1,2,1,2,1,1,1
2,5,1,66,5,1,1,1,1,1,1,3,1,1,1,1,1
2,5,0,66,5,1,1,1,1,1,2,3,1,1,1,1,1
2,5,1,66,5,1,1,2,1,1,1,1,1,1,1,3,1
2,5,1,66,5,1,1,1,1,1,1,1,1,1,1,2,3
2,5,1,66,5,1,1,1,1,1,1,2,1,2,1,1,2
2,5,1,66,5,1,1,1,1,1,1,3,2,1,1,1,1
2,5,0,66,5,2,1,1,1,1,1,1,2,2,1,2,1
2,5,1,66,5,1,1,1,2,1,3,2,2,2,1,1,1
2,5,1,66,5,1,2,2,1,2,2,2,1,2,1,2,1
2,5,1,66,5,1,2,2,1,2,2,2,1,2,1,1,2
2,5,1,66,5,3,3,1,1,1,2,1,1,1,1,2,3
2,5,1,66,5,3,3,2,2,2,3,2,2,3,1,1,1
2,5,1,66,5,1,1,3,1,1,1,1,1,3,1,4,1
2,5,1,66,5,2,1,2,1,1,1,2,1,3,2,1,2
2,5,1,66,5,1,3,2,3,1,1,1,1,1,2,4,2
2,5,1,66,5,2,2,2,2,2,3,2,2,1,2,1,3
2,5,1,66,5,3,3,2,3,2,3,1,1,3,1,3,2
2,5,1,66,5,2,2,1,1,2,1,2,3,2,1,2,2
2,5,1,66,5,2,2,1,1,1,2,2,2,1,2,3,2
2,5,1,66,5,1,1,2,1,2,2,2,3,3,1,1,2
2,5,1,66,5,2,2,2,2,1,1,2,1,2,2,3,2
2,5,1,66,5,2,1,2,2,2,2,2,2,3,1,2,2
2,5,0,66,5,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,66,5,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,66,5,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,66,5,2,3,2,2,2,3,2,2,2,2,2,2
2,5,0,66,5,1,1,2,1,2,2,2,2,3,2,2,2
2,5,0,66,5,2,2,1,1,1,2,2,2,2,3,3,1
2,5,0,66,5,1,3,2,1,1,2,1,3,3,2,3,1
2,5,0,66,5,2,2,2,2,2,1,3,2,2,1,2,3
2,5,0,66,5,2,2,2,2,2,3,2,1,3,2,3,2
2,5,1,66,5,3,3,2,2,3,2,2,2,3,1,3,2
2,5,1,66,5,2,3,2,2,3,3,3,3,2,2,2,1
2,5,0,66,5,1,1,2,1,1,1,2,2,3,2,3,2
2,5,1,66,5,1,3,1,1,3,2,2,2,3,3,2,3
2,5,0,66,5,1,1,1,1,1,1,3,2,3,2,3,3
2,5,0,66,5,2,2,2,3,2,2,3,2,3,2,3,3
2,5,1,66,5,3,3,3,1,3,2,3,2,3,2,3,3
2,5,1,66,5,2,3,3,3,3,3,3,3,3,3,3,2
2,5,0,66,5,1,1,3,1,1,1,3,3,3,3,3,3
2,1,0,67,5,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,67,5,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,67,5,1,1,1,1,1,1,1,1,1,2,1,1
2,1,1,67,5,1,1,1,1,1,1,1,1,2,1,1,1
2,1,0,67,5,1,2,1,4,1,1,1,1,1,3,2,1
2,1,0,67,5,1,1,1,1,1,2,3,1,1,2,1,2
2,1,1,67,5,2,1,1,1,2,1,2,2,2,1,1,2
2,1,1,67,5,1,2,2,1,1,2,2,2,2,2,2,2
2,1,1,67,5,2,2,2,2,3,2,2,2,2,2,2,2
2,1,0,67,5,2,3,3,2,3,3,2,3,3,3,4,4
1,4,0,67,5,2,2,3,2,2,1,3,2,2,1,1,2
2,4,1,67,5,1,1,2,1,1,1,2,1,1,1,2,1
2,4,1,67,5,1,3,3,1,2,2,2,2,1,1,1,1
2,5,1,67,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,67,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,67,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,67,5,1,1,2,2,1,2,1,1,1,1,1,1
2,5,0,67,5,2,3,2,1,1,1,1,1,2,1,1,1
2,5,0,67,5,1,1,3,1,2,2,2,1,1,1,1,1
2,5,1,67,5,1,1,1,1,1,1,1,2,2,1,1,1
2,5,1,67,5,1,1,1,1,1,1,2,1,2,1,1,1
2,5,1,67,5,1,1,1,1,1,1,1,1,3,1,1,1
2,5,1,67,5,1,1,1,1,1,1,1,1,1,2,2,1
2,5,1,67,5,1,1,2,1,2,1,2,2,1,1,1,1
2,5,1,67,5,1,3,2,1,2,2,1,1,1,1,2,2
2,5,1,67,5,1,1,1,1,1,1,1,1,3,1,2,1
2,5,0,67,5,1,1,3,1,2,2,2,1,2,2,1,1
2,5,0,67,5,1,2,2,2,2,2,2,2,2,1,1,1
2,5,0,67,5,1,1,1,1,1,1,1,3,2,2,1,1
2,5,0,67,5,1,1,1,1,1,1,3,2,2,1,1,1
2,5,0,67,5,2,2,2,2,2,2,2,2,2,1,2,1
2,5,0,67,5,1,1,1,1,1,1,2,2,3,1,2,1
2,5,1,67,5,1,1,1,1,1,1,1,1,1,3,3,2
2,5,0,67,5,1,1,2,1,1,3,1,1,3,1,2,3
2,5,0,67,5,1,2,2,1,2,1,2,2,3,1,1,2
2,5,0,67,5,1,3,2,2,2,3,3,1,3,1,2,1
2,5,0,67,5,3,3,2,2,2,2,4,2,2,1,1,1
2,5,0,67,5,2,2,2,1,2,3,3,2,2,1,2,2
2,5,0,67,5,1,2,2,3,2,2,2,3,2,1,2,2
2,5,1,67,5,1,3,2,2,2,2,3,2,2,1,2,2
2,5,1,67,5,1,2,1,2,1,1,2,3,2,2,2,2
2,5,1,67,5,1,2,3,1,1,2,2,2,2,2,3,2
2,5,1,67,5,2,3,3,2,2,3,3,2,3,1,2,2
2,5,1,67,5,3,2,3,2,3,3,3,2,3,1,2,2
2,5,0,67,5,3,3,2,3,2,3,2,3,2,2,2,2
2,5,0,67,5,2,2,2,2,2,3,3,2,2,2,2,3
2,5,0,67,5,3,2,2,2,2,3,3,2,2,3,2,2
2,5,0,67,5,2,3,3,2,3,2,3,2,3,2,2,2
2,5,0,67,5,1,1,3,1,2,2,3,3,3,2,2,2
2,5,1,67,5,1,3,2,2,2,3,3,3,3,2,2,2
2,5,1,67,5,2,2,3,3,2,3,3,3,3,2,2,2
2,5,1,67,5,2,2,2,2,2,3,3,3,3,2,2,3
2,1,1,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,68,5,1,1,1,1,1,1,1,1,2,1,1,1
2,1,1,68,5,1,1,1,1,1,1,1,1,1,2,1,1
2,1,0,68,5,1,2,2,1,1,2,2,2,1,1,1,2
2,1,0,68,5,1,1,1,1,1,2,2,1,3,1,1,2
2,1,0,68,5,1,1,2,1,2,2,2,2,2,1,2,1
2,1,1,68,5,1,2,2,1,2,1,2,1,2,1,2,2
2,1,1,68,5,1,1,2,1,1,1,2,2,2,2,2,1
2,1,1,68,5,2,2,2,2,3,2,1,1,2,3,3,1
2,1,0,68,5,1,2,1,1,1,2,2,2,2,2,2,2
2,4,1,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,68,5,1,1,1,1,1,1,1,1,2,1,1,1
2,4,1,68,5,2,3,3,2,1,1,1,2,3,1,1,1
2,4,0,68,5,1,1,4,1,4,3,2,2,3,1,1,2
2,4,1,68,5,1,2,3,2,2,3,2,3,3,2,2,2
2,4,1,68,5,1,2,4,2,1,1,4,4,4,1,4,1
2,5,0,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,68,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,68,5,1,1,3,1,3,2,1,1,1,1,1,1
2,5,0,68,5,1,1,1,1,1,1,1,2,1,1,1,1
2,5,0,68,5,1,1,1,2,1,2,1,1,2,1,1,1
2,5,0,68,5,1,1,1,1,1,1,1,2,2,1,1,1
2,5,0,68,5,1,1,1,1,1,1,2,1,1,1,2,1
2,5,1,68,5,1,1,1,1,1,1,2,2,1,1,1,1
2,5,1,68,5,1,1,1,1,1,2,2,2,2,1,1,1
2,5,0,68,5,1,1,1,1,1,1,2,1,3,1,2,1
2,5,0,68,5,1,1,1,1,1,1,1,3,3,1,1,1
2,5,0,68,5,1,2,1,1,1,3,2,2,2,1,2,1
2,5,0,68,5,1,2,2,2,2,1,2,1,2,2,2,1
2,5,0,68,5,3,1,1,4,2,1,2,1,1,1,3,2
2,5,0,68,5,1,2,2,4,1,1,2,2,2,2,2,1
2,5,0,68,5,1,2,1,2,3,3,2,2,3,1,1,2
2,5,1,68,5,2,2,2,2,2,2,2,1,2,2,2,2
2,5,0,68,5,1,1,1,1,1,1,3,1,1,2,3,2
2,5,0,68,5,1,1,2,2,2,2,2,2,2,2,2,2
2,5,0,68,5,1,1,2,1,2,1,2,2,3,1,2,3
2,5,0,68,5,2,1,2,1,2,1,2,1,3,2,3,2
2,5,1,68,5,1,2,2,1,1,2,2,3,2,2,2,2
2,5,0,68,5,1,2,2,1,3,3,3,2,3,1,2,2
2,5,0,68,5,2,2,2,2,2,2,2,3,2,2,2,2
2,5,1,68,5,3,3,2,2,2,1,1,2,2,2,3,3
2,5,1,68,5,3,2,4,2,2,2,2,2,3,2,2,2
2,5,1,68,5,3,3,2,2,2,2,2,2,3,3,2,2
2,5,1,68,5,2,3,3,3,2,2,3,2,2,2,3,2
2,5,1,68,5,1,1,2,2,2,2,3,2,3,2,2,3
2,5,0,68,5,3,3,3,3,3,3,3,3,3,3,4,3
2,1,0,69,5,1,1,1,1,1,1,2,1,1,1,1,1
2,1,1,69,5,1,1,1,1,1,1,1,2,1,1,1,1
2,1,1,69,5,1,2,1,1,2,1,1,1,2,1,1,1
2,1,1,69,5,1,1,1,1,1,1,2,2,1,1,1,1
2,1,0,69,5,1,1,1,1,2,2,2,1,2,1,2,1
2,1,1,69,5,2,2,3,2,3,2,1,2,2,1,1,3
2,1,0,69,5,2,2,2,2,2,2,2,2,2,1,2,2
2,1,0,69,5,2,1,2,2,3,2,2,3,3,2,3,2
2,1,0,69,5,3,3,3,3,3,4,3,4,2,3,3,3
2,3,1,69,5,1,1,1,1,1,1,1,2,2,1,1,1
2,4,0,69,5,1,1,1,1,1,1,2,3,1,1,1,3
2,5,0,69,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,69,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,69,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,69,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,69,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,69,5,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,69,5,1,1,1,1,1,2,1,1,1,1,1,1
2,5,1,69,5,1,1,1,1,1,2,1,1,1,1,1,1
2,5,1,69,5,1,1,1,1,1,1,2,1,1,1,1,1
2,5,1,69,5,1,2,1,1,1,1,2,1,1,1,1,1
2,5,0,69,5,1,1,1,1,1,1,1,1,1,2,1,2
2,5,1,69,5,1,1,1,1,1,1,1,2,1,1,1,2
2,5,0,69,5,1,1,1,1,1,1,2,2,2,1,1,2
2,5,0,69,5,1,1,1,4,1,1,1,2,2,2,2,1
2,5,1,69,5,2,1,2,1,2,2,2,1,2,2,1,2
2,5,1,69,5,1,2,2,2,1,1,1,1,3,3,1,2
2,5,1,69,5,1,2,3,1,1,3,2,2,2,2,2,1
2,5,1,69,5,1,1,1,1,1,1,1,2,2,2,3,2
2,5,0,69,5,1,2,2,2,1,2,2,2,2,1,3,2
2,5,0,69,5,1,2,1,1,2,3,2,1,2,3,2,2
2,5,1,69,5,1,1,2,2,2,2,2,1,3,2,2,2
2,5,0,69,5,2,1,3,2,2,2,2,2,2,2,2,2
2,5,1,69,5,2,2,2,2,2,2,2,2,2,2,2,2
2,5,0,69,5,3,2,2,2,2,2,2,2,2,2,2,2
2,5,0,69,5,1,1,1,1,1,1,3,2,2,1,2,3
2,5,1,69,5,1,1,1,1,2,2,3,1,3,2,2,2
2,5,0,69,5,2,2,2,2,2,1,2,2,2,2,3,2
2,5,1,69,5,2,2,2,2,2,2,2,2,3,1,2,3
2,5,1,69,5,2,3,2,1,2,3,2,2,3,2,2,2
2,5,0,69,5,1,2,1,2,2,2,2,3,2,2,3,2
2,5,1,69,5,2,3,2,1,1,3,2,2,3,2,3,2
2,5,0,69,5,2,2,3,2,2,2,3,2,2,2,3,2
2,5,0,69,5,2,2,1,1,1,1,2,2,3,2,3,3
2,5,0,69,5,3,4,3,4,4,4,3,1,4,1,3,3
2,5,1,69,5,2,3,3,2,3,3,3,3,3,2,3,2
2,5,0,69,5,3,3,4,3,3,2,3,2,2,3,3,3
2,1,0,70,6,1,1,1,1,1,1,2,2,1,1,1,1
2,1,0,70,6,1,2,2,1,2,2,2,1,2,1,1,1
2,4,1,70,6,1,1,1,1,1,1,1,3,1,1,2,1
2,4,1,70,6,1,1,1,1,1,1,2,1,2,1,1,3
2,4,0,70,6,2,2,3,1,2,2,2,2,1,1,2,2
2,4,1,70,6,1,1,3,3,3,3,2,3,4,2,2,1
2,5,0,70,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,70,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,70,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,70,6,1,1,1,1,1,1,1,1,2,1,1,1
2,5,1,70,6,1,1,3,1,1,1,1,1,3,1,1,1
2,5,0,70,6,1,1,3,1,1,3,2,1,2,1,1,1
2,5,1,70,6,1,1,1,1,1,1,2,1,3,1,1,1
2,5,0,70,6,1,3,2,1,1,1,1,1,2,2,1,2
2,5,0,70,6,1,1,1,1,1,1,2,2,2,2,3,1
2,5,0,70,6,1,1,1,1,1,1,2,2,3,1,2,2
2,5,0,70,6,2,1,1,1,1,2,2,2,2,2,3,1
2,5,0,70,6,2,2,1,1,2,2,2,2,2,2,2,2
2,5,1,70,6,1,2,2,2,2,2,2,2,2,2,2,2
2,5,1,70,6,2,3,3,1,2,3,2,1,2,3,2,2
2,5,1,70,6,3,3,3,4,3,3,3,1,2,2,2,2
2,5,1,70,6,1,1,1,1,1,1,3,2,2,2,2,2
2,5,1,70,6,2,2,2,2,2,2,3,2,3,1,2,2
2,5,0,70,6,2,2,2,2,3,2,3,1,3,2,2,2
2,5,0,70,6,3,2,3,2,3,3,3,2,2,1,3,2
2,5,1,70,6,2,3,3,2,3,3,2,3,3,1,2,2
2,5,0,70,6,1,1,1,1,1,2,3,2,3,2,2,2
2,5,0,70,6,1,1,1,3,1,1,3,3,2,1,1,4
2,5,0,70,6,1,2,2,1,2,3,3,2,3,2,2,2
2,5,0,70,6,2,2,2,2,2,2,3,2,3,2,2,2
2,5,1,70,6,2,3,2,2,2,1,2,2,3,3,2,2
2,5,1,70,6,2,3,2,2,2,2,2,2,3,2,2,3
2,5,0,70,6,1,3,3,3,3,3,3,2,3,1,2,3
2,5,0,70,6,2,2,3,1,2,3,3,2,3,2,3,2
2,5,0,70,6,3,3,2,3,3,3,3,2,3,2,3,2
2,5,0,70,6,2,2,2,2,2,2,3,2,2,3,3,3
2,5,1,70,6,2,3,3,2,2,3,3,3,2,3,3,2
2,5,1,70,6,3,3,3,3,3,3,3,2,3,2,3,3
2,5,1,70,6,2,2,3,3,3,3,4,3,3,3,2,3
2,1,0,71,6,1,2,1,1,1,1,1,1,2,1,1,1
2,1,0,71,6,1,1,1,1,1,2,1,1,2,1,1,1
2,1,1,71,6,1,1,2,1,1,1,1,2,1,2,1,1
2,1,1,71,6,1,2,1,2,2,2,2,2,2,1,2,1
2,1,1,71,6,1,2,1,2,2,2,2,2,2,2,1,1
2,1,0,71,6,2,3,2,2,3,3,3,2,2,1,1,1
2,1,0,71,6,1,2,2,2,1,3,2,2,2,1,2,2
2,1,0,71,6,2,1,1,1,1,1,2,2,2,2,2,2
2,3,0,71,6,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,71,6,1,1,1,1,1,2,2,1,1,1,1,2
2,5,0,71,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,71,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,71,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,71,6,2,1,1,1,2,2,2,1,1,1,1,1
2,5,0,71,6,1,1,1,1,1,1,2,1,1,1,2,1
2,5,1,71,6,1,2,1,1,1,1,1,2,1,2,1,1
2,5,1,71,6,1,1,2,1,1,1,2,2,2,1,1,1
2,5,1,71,6,1,2,2,1,1,2,1,1,3,1,2,1
2,5,0,71,6,1,1,1,1,1,1,3,2,2,1,1,1
2,5,0,71,6,1,1,1,1,1,1,2,2,2,1,1,2
2,5,1,71,6,1,1,1,1,1,1,1,1,3,1,3,1
2,5,0,71,6,1,1,2,1,1,1,2,2,3,1,1,1
2,5,1,71,6,3,4,3,4,3,3,1,2,2,1,3,1
2,5,1,71,6,1,1,1,1,1,1,2,2,3,1,2,1
2,5,1,71,6,1,1,1,1,1,1,1,3,1,2,3,1
2,5,1,71,6,1,1,1,1,1,1,2,2,2,1,2,3
2,5,1,71,6,1,3,2,1,2,1,2,3,3,1,2,1
2,5,0,71,6,3,4,1,1,1,4,3,1,4,1,1,2
2,5,1,71,6,1,2,1,1,2,2,2,2,2,2,3,2
2,5,0,71,6,1,1,2,2,2,2,2,3,3,1,2,2
2,5,1,71,6,2,2,2,2,3,3,3,2,3,1,2,2
2,5,0,71,6,3,4,2,3,2,2,3,2,2,2,2,2
2,5,1,71,6,2,2,3,2,3,4,3,1,3,2,3,1
2,5,0,71,6,2,2,1,4,2,1,1,2,3,1,4,3
2,5,1,71,6,1,2,3,1,2,3,3,3,3,2,2,1
2,5,0,71,6,2,3,2,3,2,3,3,2,2,2,2,3
2,5,0,71,6,1,2,2,1,2,2,3,2,3,2,2,3
2,5,0,71,6,2,2,3,1,2,2,3,3,3,2,2,2
2,5,0,71,6,2,3,3,2,2,3,3,3,3,1,3,2
2,5,0,71,6,3,3,3,2,3,3,3,3,3,2,3,3
2,1,0,72,6,1,1,1,1,1,2,2,1,1,1,1,1
2,1,0,72,6,1,1,1,1,1,2,1,1,2,1,2,1
2,1,0,72,6,1,1,1,1,1,1,2,2,1,2,1,1
2,1,1,72,6,1,1,1,1,1,1,2,2,3,1,1,1
2,1,1,72,6,1,3,1,2,2,3,2,1,2,2,2,2
2,4,0,72,6,2,2,2,1,2,2,2,2,2,2,2,2
2,4,0,72,6,1,3,3,2,1,1,2,3,2,1,2,3
2,5,0,72,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,72,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,72,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,72,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,72,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,72,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,72,6,1,1,1,1,1,1,1,2,1,1,1,1
2,5,0,72,6,1,1,2,1,1,2,2,2,1,1,1,1
2,5,0,72,6,1,1,1,1,1,1,1,2,1,2,1,2
2,5,0,72,6,1,1,2,1,1,1,1,2,2,1,1,2
2,5,0,72,6,1,1,2,1,1,2,1,2,2,1,2,1
2,5,1,72,6,1,1,1,1,1,3,3,2,1,1,2,1
2,5,0,72,6,1,1,2,1,1,3,2,2,1,1,2,2
2,5,0,72,6,2,1,1,1,2,3,2,1,3,1,1,2
2,5,0,72,6,2,2,2,2,2,2,1,3,3,1,1,2
2,5,0,72,6,1,1,2,1,2,2,3,2,2,1,2,2
2,5,1,72,6,2,2,2,1,1,1,2,2,3,1,2,2
2,5,1,72,6,1,2,2,1,2,2,2,2,2,2,2,2
2,5,0,72,6,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,72,6,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,72,6,2,2,2,2,2,2,2,3,3,1,1,2
2,5,1,72,6,1,1,2,1,2,2,3,1,4,2,1,2
2,5,0,72,6,2,2,2,1,2,2,3,2,2,2,2,2
2,5,1,72,6,2,2,2,2,2,2,2,2,2,2,3,2
2,5,1,72,6,2,2,2,3,2,2,2,2,3,2,3,1
2,5,1,72,6,2,2,2,2,3,2,3,3,1,1,3,2
2,5,1,72,6,2,2,2,2,2,2,3,2,3,2,2,2
2,5,0,72,6,2,3,2,2,3,2,3,2,2,3,2,2
2,5,1,72,6,1,2,3,1,2,2,3,3,3,2,2,2
2,5,1,72,6,1,2,2,3,2,2,2,3,3,2,3,2
2,5,1,72,6,1,1,1,1,1,1,4,2,1,3,2,4
2,5,0,72,6,1,1,1,1,1,1,4,4,4,1,3,1
2,5,0,72,6,2,1,3,2,2,3,3,3,3,2,3,3
2,5,0,72,6,3,2,3,2,3,3,3,3,3,2,3,3
2,1,1,73,6,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,73,6,1,3,1,1,1,2,3,3,2,2,2,2
2,1,0,73,6,3,3,2,1,3,2,2,3,3,2,3,2
2,4,0,73,6,4,1,1,1,1,2,2,1,1,1,1,1
2,4,1,73,6,1,1,1,1,1,1,1,2,2,1,1,1
2,4,0,73,6,1,1,1,1,1,1,3,3,1,1,1,1
2,4,0,73,6,4,2,2,1,1,1,3,1,2,2,1,1
2,5,0,73,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,73,6,1,1,1,1,1,1,1,1,2,1,1,1
2,5,1,73,6,1,1,1,1,1,1,1,1,2,1,1,1
2,5,1,73,6,1,1,1,1,1,1,1,1,2,1,2,1
2,5,0,73,6,1,1,1,1,1,2,1,1,2,1,1,2
2,5,1,73,6,1,1,1,1,1,1,1,1,3,1,3,1
2,5,0,73,6,2,2,1,2,2,1,2,2,2,2,1,1
2,5,0,73,6,1,2,3,1,2,2,2,1,3,2,1,1
2,5,1,73,6,2,2,1,1,1,2,2,2,2,1,2,2
2,5,0,73,6,1,2,2,1,1,3,3,3,2,1,1,1
2,5,1,73,6,2,2,2,1,2,1,2,2,2,2,1,2
2,5,1,73,6,2,2,2,2,2,2,2,2,2,2,2,1
2,5,0,73,6,3,3,3,3,3,3,2,2,3,1,1,2
2,5,0,73,6,2,2,2,2,2,2,2,1,2,3,2,2
2,5,0,73,6,2,2,2,2,2,2,2,2,2,2,2,2
2,5,0,73,6,2,2,1,1,1,1,3,2,2,2,3,2
2,5,0,73,6,3,3,3,2,3,2,3,3,2,2,2,2
2,5,1,73,6,1,3,2,1,1,2,3,1,3,2,3,3
2,5,0,73,6,2,2,2,2,2,3,2,3,3,2,3,2
2,5,1,73,6,2,2,3,3,3,3,3,3,2,2,3,2
2,5,0,73,6,2,2,2,2,2,2,3,3,3,2,3,2
2,1,1,74,6,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,74,6,1,1,2,1,1,1,2,1,1,1,1,1
2,1,0,74,6,1,3,2,2,2,3,3,2,1,2,2,2
2,1,1,74,6,1,4,2,2,2,3,3,3,2,4,4,4
2,3,1,74,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,74,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,74,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,74,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,0,74,6,1,1,1,1,1,1,1,1,1,1,1,2
2,5,1,74,6,1,1,2,1,2,3,2,3,1,1,1,1
2,5,0,74,6,1,1,2,1,3,3,1,1,3,1,3,1
2,5,0,74,6,1,1,1,1,1,1,2,2,2,1,2,2
2,5,0,74,6,1,1,1,1,1,1,2,2,3,2,1,2
2,5,1,74,6,1,1,3,1,2,1,3,2,2,1,2,2
2,5,0,74,6,1,1,2,1,1,2,2,2,2,3,2,2
2,5,0,74,6,2,2,2,2,1,2,2,2,3,2,2,2
2,5,0,74,6,1,3,2,1,3,2,3,2,3,1,2,2
2,5,0,74,6,2,2,2,2,2,3,2,3,3,1,2,2
2,5,1,74,6,2,2,3,3,2,3,2,2,2,3,2,3
2,5,1,74,6,2,2,2,3,3,3,3,3,3,2,3,2
2,5,1,74,6,3,4,3,3,3,4,3,2,3,1,3,4
2,5,1,74,6,3,4,3,1,4,4,4,2,4,2,3,2
2,5,0,74,6,1,1,3,2,3,3,3,3,3,3,3,3
2,1,0,75,6,1,1,1,1,1,1,2,1,1,1,1,1
2,1,0,75,6,1,1,1,1,1,2,2,2,3,1,1,1
2,1,1,75,6,1,3,3,2,3,2,1,2,2,2,2,2
2,1,0,75,6,1,1,1,1,1,1,1,1,3,3,1,3
2,4,1,75,6,1,4,4,1,1,1,2,1,3,1,2,1
2,5,0,75,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,75,6,1,1,1,1,1,1,1,1,1,1,1,1
2,5,1,75,6,1,1,1,1,1,1,1,1,2,1,1,1
2,5,0,75,6,1,1,2,4,2,1,1,2,1,1,1,1
2,5,1,75,6,1,1,1,1,1,2,2,1,1,1,2,1
2,5,1,75,6,1,1,1,2,2,2,2,2,2,1,1,1
2,5,0,75,6,1,1,1,1,1,1,3,2,2,1,2,1
2,5,1,75,6,1,1,1,1,2,2,3,2,2,2,1,1
2,5,1,75,6,1,1,2,1,3,1,3,2,2,1,1,2
2,5,1,75,6,2,1,2,1,1,3,2,2,2,1,2,2
2,5,1,75,6,1,1,1,1,1,1,1,2,3,1,3,2
2,5,0,75,6,1,2,2,2,2,2,2,2,2,2,2,2
2,5,0,75,6,1,1,2,1,2,3,2,2,3,1,3,2
2,5,0,75,6,2,2,2,2,2,2,3,1,3,2,3,2
2,5,0,75,6,1,2,3,4,3,2,1,2,3,4,3,2
2,5,0,75,6,3,3,3,2,3,3,2,2,3,3,3,2
2,5,1,75,6,2,1,2,1,1,3,3,3,3,2,3,2
2,5,1,75,6,2,2,2,2,3,2,2,2,3,3,3,3
2,5,1,75,6,1,1,2,1,2,1,3,3,3,3,3,3
2,1,0,76,6,1,2,1,1,1,1,1,1,1,2,1,1
2,1,0,76,6,2,3,2,3,3,3,2,1,1,1,1,1
