anon_id	sex	sexpref	age	SDI1	SDI2	SDI3	SDI4	SDI5	SDI6	SDI7	SDI8	SDI9	SDI10	SDI11	SDI12	SDI13	SDI14	total
0d2cd40dabcad02982f19ab23644434d	male	women	50.2	6	6	9	8	8	8	8	8	7	7	9	6	7	6	103
e1957b287d1e844c6427da01cb8811e7	male	women	18.6	7	6	8	7	8	4	8	8	7	6	7	9	8	8	101
5ee30f6f68c26c8c56cfa67c2ecfd56f	male	women	25.3	6	5	6	8	8	7	7	6	6	5	3	6	3	2	78
908eac64e131a4890c408af218588a20	female	either	22.3	4	6	3	6	7	8	4	7	6	1	4	4	5	5	70
a93a015f15c2e8e7e2ce76dbab621d6b	female	men	18.6	6	6	7	4	7	7	8	5	5	3	3	3	3	3	70
3ddc29f45d957da35ce6b32235d69f6b	female	men	20.3	4	5	4	4	4	7	7	4	6	6	7	7	5	3	73
ff4335e6415c23376efc41cae7e0de30	female	men	20.5	2	1	7	5	6	7	6	3	4	3	7	5	5	3	64
113ef28e7825d75922386f73c250e050	female	either	26.9	7	7	7	1	1	2	9	5	7	2	2	7	4	2	63
5daaafa9163d9095dd3ced2e5fbf4295	female	men	39.2	3	1	4	3	1	5	3	3	3	1	6	2	5	2	42
6a39e1f710fcd7d88157478c68585d26	male	women	19.2	5	5	7	6	7	8	6	7	6	5	5	4	5	5	81
89c5df18e6d1c3f5becdfb6fea11c260	female	men	23.7	6	7	8	6	7	7	9	6	6	5	7	8	7	3	92
d0cec51331f3c55f478bfb474180ea9f	male	men	20.8	4	4	6	6	3	5	6	2	3	4	6	5	5	3	62
e12106d3c44c6ba21ba17e2812b6f3b0	female	men	22.6	4	2	7	6	6	6	6	3	5	3	5	5	5	4	67
8bb859ea51502069c15a16eb0a262d72	female	men	18.2	7	6	7	7	8	9	8	8	6	5	7	2	7	5	92
bd7a915858116307617eb33a8c393e64	male	women	20.8	6	6	9	7	9	8	9	9	6	7	1	7	7	2	93
d873e999f021b9f14a6cec33ef4f350a	male	either	19.6	6	4	5	8	6	4	8	5	5	5	8	5	5	5	79
dbc814c98ab8aa6ad793427aa08d7ca0	female	men	21.3	5	5	7	9	8	6	7	5	8	5	8	7	9	6	95
b0154caa8c4027ee3578a34ecc9a1aa0	female		20.8	6	4	7	8	5	8	8	9	6	3	8	6	5	2	85
e96a3ea94289135dd579795812de9720	female	men	22.1	4	3	6	6	7	5	6	7	4	0	3	2	2	8	63
93ef7b7ddd440b22558148d6b09b18c6	male	men	22.4	4	5	6	3	7	8	6	3	3	5	5	6	4	6	71
52e3f90478799ea9e00c0987374dfa52		men	20.3	3	3	4	3	4	4	6	4	5	5	6	6	5	4	62
4c5e5e0ec76f57f22a3a47ae513265c3	male	women	41.3	6	7	8	7	8	9	9	7	8	2	5	5	5	4	90
cbf33018188814fcb779769f5d29d851	male	men	19.9	5	6	4	6	7	6	6	5	4	5	4	4	4	6	72
4520ea8c0d69de1308683ae063c5d767	male	women	19.5	7	0	7	9	9	6	7	6	5	5	5	4	2	1	73
1d415bf5f138db4f91365ed26d1d2906	male	women	25.5	7	7	6	5	5	8	8	9	4	6	8	8	4	5	90
1f92e6d0eefe6c2333f92b422d490ae7	male	women	22.5	6	6	7	7	7	5	6	5	5	5	8	8	4	4	83
75653b21193dd90570c1f94700c40efa	female	men	22.1	4	4	9	1	1	4	9	7	3	3	2	1	1	5	54
e07a4d8c1e3eebc93dc386d365c45746	male	women	25.4	5	4	8	5	4	4	5	3	5	4	3	3	4	2	59
96b7bd7ae862acf10b54f63f94643558	female	either	18.9	3	4	5	2	6	7	5	4	6	4	6	4	5	2	63
417b6e0a0bc1eaca04244433a9dc1785	male	either	21.2	7	7	9	6	2	5	7	7	6	3	3	2	5	4	73
b6ec3bef56950301220f8f86f7805ad4	male	women	20.8	7	7	9	2	5	8	8	9	5	0	7	6	3	5	81
fe4c0771c5e8ae17ac88d23e995294cf	female	either	21.6	7	7	9	8	8	9	9	8	9	7	7	8	9	6	111
6aa551e85b25a9bc060009c6d8c7bce9	female	men	25.5	7	5	9	7	6	8	6	7	5	1	2	6	3	2	74
8a505a75779903a4a63d78852b9e0622	female	men	18.5	3	1	4	5	5	6	6	2	2	0	1	3	1	1	40
f9717683c13173a4b4f9e97a4cab570d	female	either	23.3	4	5	8	7	9	9	9	5	7	1	3	3	3	4	77
6b326d7a4649ca1f28f755fc671e1eb7	female	men	20.0	2	1	7	6	4	8	6	7	3	0	1	1	1	2	49
79da206405987d09e29e5ffeaaa94b7b	female	men	21.3	3	4	8	3	3	5	6	6	6	1	3	3	3	1	55
a10719224658804d246dfc0c97692054	female	men	41.0	7	7	9	9	9	9	9	9	9	6	7	7	7	1	105
57ccc87c3a878fb931bb54d869791b20	female	men	33.0	2	1	5	7	7	3	5	5	1	3	7	7	5	3	61
809b881f1d15a0796a60d01979ddc085	female	men	24.0	6	5	9	1	2	7	6	7	5	6	4	4	4	4	70
12f17e80611ba2b7031d3419e2f7b52e	male		25.9	7	7	6	4	4	3	7	7	6	4	4	2	5	5	71
51e26bd67a1e03a28d36fbaeed6b5b4f	female	men	37.2	5	4	7	6	7	8	8	7	5	4	5	5	4	4	79
8c1254a4a97f3d7ec179b20594dc87d2	female	men	38.6	5	5	7	5	6	7	7	6	6	5	6	8	7	3	83
ccac03a7ad17d163f1f6bd415156ee24	female	men	26.0	4	5	5	4	5	6	5	5	4	1	1	4	2	3	54
09f8dbeeac36144bc0551622ae2535c3	female	men	22.8	4	4	6	3	6	8	8	9	6	2	2	7	4	4	73
4e806a383596b19180775342947b8b5c	male	women	21.4	5	4	4	4	5	4	4	1	2	0	1	9	1	0	44
f8800838639556c956f98292ad795e12	male		22.0	4	7	6	5	5	7	7	7	8	6	3	3	3	8	79
3409178706ecd22dda22a9e56567a362	male	women	18.4	0	1	3	2	5	5	3	2	1	0	2	2	2	0	28
4d9f8d2402092b8f7bd9da60709cd002	male	women	19.9	5	4	7	6	5	5	7	5	6	2	3	3	5	6	69
e2f9e753b590f2bd41b82a2876cf2f38	female	men	21.0	5	6	7	5	7	6	6	3	5	4	6	3	4	3	70
623a3e3a59ba1f4c0af548da277c1dc4	female	men	21.2	0	7	7	6	6	7	8	5	5	6	9	6	3	4	79
574ef037cd41116f1959ac9309a4e87c	female	men	20.2	6	5	4	7	6	4	8	8	7	5	5	6	6	6	83
cfde0a4ae497d8919d46f2fab8dc9fee	female	men	21.1	5	3	3	1	5	6	4	2	2	0	1	1	1	0	34
9e5d9510f36a0ea14044f68713326998	female	women	18.7	5	4	7	5	6	6	7	5	6	5	5	5	5	5	76
709a6d03319eef958d4556dff7ca6056	male	men	23.4	6	6	7	8	9	9	8	8	5	4	5	8	5	5	93
7a7e0b82d0382167bf3670aa3c541cb8	female	either	19.7	7	7	9	8	8	8	8	8	8	6	8	9	7	5	106
da7f59a6484ff2ef01cefcfa97bab531	female	men	40.4	6	3	6	2	1	8	8	8	8	4	4	2	5	2	67
b71dc1c98e3281594c362b430f05b773	female	men	20.7	5	6	7	3	3	5	9	7	7	6	7	7	7	6	85
6aa0da72daa2de21861f0842067f43c8	female	either	18.9	0	3	6	4	4	4	5	2	4	4	5	5	5	0	51
c5e449b9636b597211cc4b94e909dee5	male	women	28.0	3	2	6	6	6	4	5	5	4	4	7	7	6	5	70
0f9c2819cc05a62c843e8bda113de3cb	female	men	45.6	5	6	8	7	8	7	9	7	6	4	8	5	6	5	91
255f18a2f4ef1beccd06a4b76a8f1c76	male	women	24.0	7	7	9	9	9	9	9	9	9	7	9	9	9	8	119
1af1b2ab8de7228303afb181c1162674	female	men	20.4	3	3	6	4	4	7	7	8	6	1	7	7	6	3	72
479e4390e33a3409667ea4d927641076	female	either	18.0	0	0	1	4	3	2	2	1	1	5	5	5	7	0	36
bfe9774277aa0ccf0561ece2e6c0dc96	female	men	19.1	4	3	7	8	6	6	7	6	5	2	4	3	4	2	67
df357361243b15201a21cb963689e49e	male	women	20.3	5	6	7	5	5	8	8	3	5	6	5	3	5	2	73
482823674da1d03ee6e5639e44ec92ae	male	women	36.0	5	5	7	8	8	9	9	8	8	6	7	7	8	5	100
1fa9678ed3c46e8d96c4b01b9a9f29f4	male	men	21.9	7	6	7	7	6	6	9	5	5	5	5	2	5	5	80
b26844a4c7a548444742bf9018c7d358	female	men	23.1	6	4	6	7	8	9	8	6	6	5	4	7	6	4	86
f6fb0a84ddcca2756056e2f0f9803eb4	male		22.7	5	6	9	9	9	5	9	9	5	5	7	5	7	6	96
cab5094a6d7f0bd60e6d58b0da9f7d03	female	men	19.2	1	3	5	2	2	5	5	5	5	3	2	3	4	4	49
c9c27a2889071093c2016575e9b1c582	male	women	32.0	5	4	7	6	6	5	5	5	4	4	5	5	5	4	70
6a3c3985d29059c79dc29a9854f76db1	female	either	20.6	5	4	8	6	7	9	7	7	7	1	3	3	3	4	74
fe460646e53d94b8f2bd2c30e95db174	male	women	32.0	5	6	7	8	7	7	8	9	8	6	6	5	5	3	90
c47f4906115cdf8078cad78e5eb5c575	female	men	26.5	4	6	6	6	7	7	8	6	6	3	5	5	7	4	80
8b9a379d7f313a34f9a5d3e6ee097a74	female	men	47.5	3	3	7	5	6	6	8	5	3	2	5	3	4	2	62
c12b49d6346fc7db3b25546f50336be3	male	women	49.9	2	2	8	1	1	7	6	2	3	0	2	1	1	2	38
3a83f7fe26a794fa6f3c87d89ac9134b	female	either	20.0	5	4	6	3	6	6	6	3	3	7	8	8	9	6	80
af0f5a17a7fa4b39fc71fa548e1bd86c	female	men	20.4	4	2	6	3	6	5	6	4	5	3	5	4	5	2	60
21ab16bd5ddf5d48fd96463365300208	female	men	33.1	7	7	9	1	1	5	9	9	7	7	6	6	7	7	88
7a2adf58b47813bf3da51aa14ea92ae3	female	men	18.3	4	4	5	3	3	2	5	4	3	1	5	3	5	2	49
265daa5b49014bc3d47006548c98aa0c	female	men	22.2	5	6	8	6	9	7	9	9	9	5	3	1	2	4	83
39d7163cd3dcea0b43f740873aac8d9b	female	men	20.1	5	6	6	5	7	7	8	7	6	0	2	1	1	4	65
d4c74d23d9fe9eb3bfbb7695dd471fcf	female		20.8	3	4	6	6	8	7	7	7	5	3	6	6	6	3	77
baadc81f0a8f9eb58b6f41fea1027ef2	female	men	25.1	6	7	9	7	7	5	9	9	9	5	5	4	5	5	92
cb9c29816b74f34a5162e0159d960f90	male	women	32.3	6	7	6	7	7	7	7	6	7	6	6	7	7	6	92
b035e7319aa83541effdf616313164dc	female	men	30.6	7	7	7	4	5	7	9	8	6	1	4	2	1	2	70
7f3d6b3bd02c47d70b76c62cdca5d23c	male	women	18.5	7	7	4	1	7	7	7	7	2	7	9	9	9	8	91
ccd08fc624d521ca7360daf4c7cb5ac3	male	women	28.8	6	6	9	8	9	9	9	8	7	6	8	8	8	6	107
2a41d8be13eea950f10eb481bdbe3623	female	men	22.7	3	4	7	5	7	6	8	6	5	5	7	6	6	5	80
e0685c271b08bfbeca538da58ad6875b	female		25.0	1	0	4	1	1	4	5	6	2	0	1	1	1	0	27
a97291d2b5048baa6b113bef976c8c2d	female	men	20.7	3	6	6	6	9	6	7	6	3	1	2	4	1	1	61
285a079ba644216c34feca5a390a0948	female	men	21.7	3	1	3	3	1	6	5	1	1	5	6	2	5	3	45
a3743f2245adf0e3944220b760170c3b	female	men	24.9	5	4	6	4	8	9	7	7	5	5	6	4	5	4	79
f62e4e94a685ae08ecef7106d1747f2a	male		32.6	7	7	6	7	7	7	7	7	7	7	7	7	8	7	98
8dd6dff1d67952d3a36ba738138d3016	female	men	18.6	4	6	6	5	7	7	5	2	4	1	2	1	1	1	52
89193e6cfd62141bd85c397c6c2b1bdb	female		24.1	7	7	8	8	8	8	8	8	8	7	8	8	8	0	101
c683ffd374baf1c5dfc541ad12c49d08	male	women	19.7	7	7	7	6	6	8	7	7	5	5	7	6	6	5	89
03730dc47691f3862606b56ba3e1a492	male	women	26.9	5	6	5	3	3	4	6	7	6	4	4	3	3	7	66
a1c5a43dd396d68ec8fcb0bcc3cd002f	female	men	20.8	5	5	8	6	7	5	8	7	3	6	7	6	4	2	79
ed43d1e095ec3412a28941ad14147998	male		18.0	5	5	7	3	7	4	8	8	6	5	3	3	5	4	73
2af675abb8d014b05becf1589a55fed9	male	women	23.9	4	5	6	7	7	6	7	7	5	5	5	7	4	5	80
780cc3bd2d51fed8308d7f31a0b8a013	female	men	19.8	2	6	5	6	6	6	6	2	5	3	3	1	4	2	57
0d4b6876dbf7519f58391dd76e0113f1	male		30.3	7	5	9	9	9	4	9	9	9	6	9	9	9	6	109
3c92ee974a6d52c112bdbc236ef54dd4	female	men	19.9	6	7	8	6	5	9	9	9	7	5	8	6	7	5	97
fad444023f6374d02dff29aba20c214a	male	women	23.8	4	4	7	9	7	7	8	6	7	6	6	6	8	6	91
67e33c797d8c64b071535d2cdcda5cd0	female	men	20.5	4	1	7	1	2	2	7	7	2	3	3	3	3	2	47
74849039d4c5b18a115611199c765380		women	54.6	5	7	7	7	8	8	9	8	8	4	3	2	2	4	82
383d5e8521aa1bf1dda8ad940b8497bb	female	men	21.3	4	2	8	3	6	8	8	8	7	2	4	2	5	2	69
2200e13dad3a3e12565206cf99cba95c	female	men	21.6	4	4	4	9	7	9	5	5	5	1	1	1	1	1	57
a7712122b0cd5f28aff73bac00a1e0b5	female	men	34.7	6	0	9	1	2	9	9	9	9	2	7	6	7	4	80
1d1b3303d42dc16aaf8fd10e178b5015	male	women	37.0	6	6	5	7	8	9	9	8	5	5	7	8	6	5	94
429b67f2b71585673b406d30d48ddc24	female	men	34.5	4	3	9	5	5	9	9	9	9	0	6	9	9	0	86
063441bd6d6933e6c8aea18d33f13832	female	men	21.5	5	6	9	6	9	8	9	7	5	3	3	5	5	3	83
eab761d1ca7c4343134cd456617a017b	male	women	28.4	7	7	8	6	7	7	8	9	6	6	7	7	6	6	97
bab2f803cbd912b7661a2961a6bd0187	female	men	22.2	6	5	7	8	8	7	8	9	8	5	7	7	7	3	95
ee37d9e8baff54d02489a68bd1a50f23	female		32.0	6	6	8	2	3	7	9	9	9	0	2	1	2	5	69
cfa49694510099dd0452e5bca7f6d08d	female		46.6	0	0	9	6	8	8	9	9	9	5	9	9	9	4	94
586ee1cd24f3d6bd1296475bfd869daa	female	men	19.8	7	6	9	7	7	9	9	9	8	5	6	4	5	4	95
b8a57c29d328ffdd5b82669a636c0bcd	female	men	23.5	3	3	2	5	5	4	2	3	2	4	6	4	5	4	52
3e7bb29d12c4ab76072ce22339f840dd	female	men	22.1	3	1	9	5	2	6	8	9	9	1	2	2	2	2	61
2b7e450bcda3931b28e42ff7192b7e7c	male		30.2	6	6	2	5	7	1	3	1	5	7	9	8	7	7	74
11b6603970a7697ef240064ab1c456a9	female	either	23.2	2	1	6	2	2	7	5	3	2	3	7	7	7	2	56
52126abfed2175e1c07a5dfa010493d7	female	men	25.0	5	3	7	3	8	8	6	6	5	4	6	6	6	3	76
c8303667b087c52ca115399454496814	female	men	23.4	5	6	7	7	8	9	8	7	7	3	6	7	5	5	90
80755c13177d34f8dc614327012306b2	female	men	22.7	4	4	9	2	3	7	8	8	7	3	2	6	2	3	68
2d161433b732a0d0c715a94cf58aa910	male	men	25.4	7	6	7	7	7	8	9	6	7	7	8	8	9	6	102
cbbf0a6f635897b328f166cf5c619193	male	women	22.6	3	3	7	9	9	8	9	8	5	2	2	3	2	3	73
b73dab63cbdbf5539e8d18105d15b62f	female	men	19.7	3	2	7	7	6	8	8	7	6	0	2	1	1	5	63
23aa786293f9f7decf42e0acd016243e	female	men	44.0	4	5	6	5	5	8	8	8	6	5	5	5	5	4	79
505385bfe814f43e6cca4b0956b242d4	female	men	23.8	5	5	8	9	7	4	4	4	5	5	7	7	7	6	83
5f5b19ad1b02d0f5998b3526560f4603	male	women	22.1	5	5	8	2	4	3	5	7	6	5	4	3	5	4	66
7893108ea5d7752d061e8ab855bb501a	female	either	18.3	3	5	7	4	7	4	9	9	7	4	9	5	8	4	85
a61d1972afe3486ac2f3e7db03f4dd53	male	women	18.8	5	5	5	7	7	5	6	3	2	6	6	8	5	4	74
ae6eab7fd0636a269a9335d528ce9802	male	men	21.6	5	6	8	7	4	2	5	2	3	7	6	7	4	5	71
a85230b27406e7bbc264c6f7d0b970b8	female	men	22.8	5	4	6	2	2	5	8	8	8	4	2	2	1	2	59
94bf8f5e09f5c0bb85efbe266592997b	male	men	37.0	6	6	9	9	9	9	9	9	8	6	7	5	5	8	105
50f08a3c2eba5cde8b383adfcdc96ec5	female		21.0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	10
877927b148e21779f6b3b7ca11152475	female	men	20.3	4	4	7	6	7	8	8	5	8	4	4	4	3	1	73
81b5bfc75daa897abdffac06d034105b	female	either	25.4	3	7	6	6	6	7	5	5	3	0	1	1	1	4	55
4fde9165d0e67e89e5e794862944ad9a	male		24.3	6	7	4	1	6	4	8	3	5	6	6	5	4	2	67
76616d33d010fc17adf43e41092b5e44	female	either	19.1	7	4	8	3	3	7	9	8	9	6	5	7	7	2	85
f267b04fc7a4423dcab898c2811adc26	male		20.5	6	6	7	8	9	9	9	9	7	5	7	8	6	5	101
9ba9d6e7832dcea013e1dcb3cd7382f6	female	men	33.2	4	6	7	3	5	7	7	6	6	3	3	4	3	4	68
5ac708a3a648704631e09339d38da446	female	men	19.4	5	5	5	3	7	8	7	9	6	0	5	1	7	5	73
8bc2e854c9fce3026cbdeee2d0c0d6f9	male	women	18.3	2	1	9	4	6	4	9	4	4	1	3	1	1	4	53
5d9d8ba4e2a84dc8ed073bbd01ffdf3d	female	men	25.9	4	3	9	6	4	6	9	9	5	4	3	3	5	4	74
d42553ac19e2962618c0c545093be380	female	men	21.3	3	7	7	6	5	6	9	8	6	4	3	5	5	4	78
f11784431ceebe278e3256e17918e23a	male	women	28.0	2	2	3	7	7	3	5	5	1	3	5	3	5	4	55
3c0cf0ccca3f513b3ece83c096de19b6	female	men	19.3	5	5	7	6	6	8	8	7	7	3	5	4	6	6	83
1c75074c543b40057647eabeb7979cf5	female	men	29.0	6	6	9	4	5	9	9	9	9	5	4	1	1	3	80
c3607d1504edca34d54bab56162aec3f	female	men	19.8	4	5	7	7	6	3	7	7	7	3	6	6	6	1	75
ca4fb13e71dcf7148973374b17b2920a	female	men	21.8	5	4	5	6	7	7	7	6	5	2	5	4	4	4	71
9f2f0bc0b772d8e37812fb8b34f5fb3d	female	men	20.0	5	5	5	2	6	9	5	7	5	0	1	1	1	1	53
03d9bdae1ac3beb0446349c834a1f93d	female	men	23.9	0	1	3	6	5	2	3	1	2	2	6	6	4	0	41
e3c08838c71e015ed8631125240fb32d	female	men	20.8	5	6	6	4	7	7	6	5	4	6	8	8	6	4	82
051b72035cfa7c45a42c0606b2cb6262	female	men	19.2	3	4	3	3	5	8	6	5	3	0	1	1	1	4	47
4cf408b8f77268ae5cba117e1034f9f0	female	men	19.6	5	3	7	5	5	6	8	8	6	4	5	6	4	4	76
4c2d0c300fa58fc495f64597379c1692	female	men	22.2	6	6	8	2	4	6	8	6	4	1	2	1	1	2	57
3e10554fb8878612a6bb0c8aaec6cb24	female	either	19.4	4	3	6	4	3	6	5	4	5	3	4	3	5	2	57
36120508a038bc2dc58c580ff65f3c14	female	men	21.5	7	4	6	3	5	8	8	9	8	5	6	5	6	5	85
da8e48890408d6d2a05a7a897fb72700	female		18.7	5	4	3	2	1	1	1	1	1	6	5	1	5	0	36
f22ec2f4ac1787bb5a08e5a5303fa942	male	women	25.3	7	7	7	7	7	7	7	8	6	6	2	2	5	6	84
4fbc3e5f978d030de81cf882091e5fd0	female	men	24.6	2	2	5	4	5	6	3	9	2	0	1	1	1	3	44
730f42f2dcf182c45970ba1af064b71a	male	women	52.2	3	3	3	3	6	7	5	6	5	4	6	3	5	3	62
2b45710a0f333e9e01c015c3af90e82a	female	men	19.2	0	3	4	4	4	3	5	6	4	3	5	6	5	2	54
8ad5375823a7123c3d66f14529bbb21b	female	men	20.6	6	7	7	6	6	6	7	7	8	5	7	6	8	6	92
78499163467dbd4a8ce066f084136e8d	male	women	21.4	5	7	8	9	9	9	9	9	6	4	6	6	7	5	99
2cf6e70e8d3e66f1ab5c5bae345a20a9	female		20.4	7	7	6	5	3	8	9	8	6	5	5	3	3	3	78
b597034a3d5d2e67a10a35870c126f15	male	women	20.6	5	6	7	3	6	5	7	7	6	4	7	2	6	3	74
8a859bb5047628277cd632b767d6edf4	female	men	21.0	5	7	6	5	8	7	9	9	7	4	7	9	9	2	94
b419d83db9c17260fb6de3ac62e6e8ef	male	women	23.6	6	4	7	5	2	6	6	2	3	3	2	2	5	2	55
ceb53e87a8a9f44b61b5b49eb69d99da	female	either	20.9	5	7	8	5	8	3	8	9	9	0	1	1	1	4	69
ae32f0925076e9bf901ec91ea1c4379f	female	men	18.9	5	5	7	6	7	8	5	3	6	6	6	7	5	4	80
ec762f8e1fdce3f13489dbacb31ba8a8	male	either	33.8	2	6	9	7	5	8	9	6	9	7	9	6	9	6	98
71076cd747d6ebb4f252168d11555d3f	female	men	20.0	5	6	8	8	8	8	9	7	7	4	2	2	3	4	81
d6cdc60cfbcc26bd355cae6473b08041	female	women	20.8	5	6	5	7	7	7	6	4	5	5	8	8	5	2	80
bf5a5daaafc7f3e4ce521dbbed534791	male	women	24.0	0	5	7	8	9	8	9	8	7	6	7	9	8	5	96
fe9fe38672b493ba8fdcb25628162410	female	men	38.3	6	7	9	5	8	8	6	8	8	5	5	3	4	7	89
3ce26c394019f9641011a5cfe2ead4ed	female	men	21.8	6	6	6	5	5	7	7	6	5	5	4	3	5	4	74
757a0709587b8360c54c520bb7ad7598	male	women	42.7	4	4	6	4	5	2	5	7	5	3	5	5	6	4	65
de4c294979da8488af4a14d4f7f91c66	male	women	25.2	5	7	9	9	9	8	9	9	9	6	9	9	8	7	113
8b66f74f65e50dbc551a2426329b472b	female	men	22.5	5	6	8	7	7	6	9	8	5	6	8	8	9	5	97
c8f9e05e4d9f1a991572e53363a151c1	female	women	30.8	6	4	7	8	6	4	7	8	8	4	6	6	6	5	85
241899d98690fb6858a169af24f04a55	female	men	19.1	6	6	6	1	1	5	5	9	5	0	1	1	9	2	57
dca4fb2140a6620aaef83b7f9a0a9164	female	men	33.4	5	6	7	8	8	9	8	8	7	4	6	7	5	4	92
c7195b2ce4ae81e68a86d15dba2b4dd1	male	women	44.8	5	2	9	7	7	7	9	9	5	3	9	9	8	6	95
a5812215d1a9584b9f9e6fa9dc3d2cc6	male	women	34.4	7	7	8	5	7	9	9	9	8	7	9	9	9	8	111
9a0d93d00fd8662d59a3bc875bd66020	male	women	24.7	6	6	7	6	7	8	9	7	8	6	7	8	7	5	97
756c9b8ba1f506581bc6c75238a37e17	female		19.1	4	6	6	5	4	7	7	4	5	3	2	2	7	2	64
e7a4f811dfdf7d4a87bb9b4ef8a2bd03	female	men	48.3	4	4	6	2	2	7	6	9	5	2	6	7	5	3	68
7e09c1a248a7c83ee36ec2b5668b502a	female	men	19.2	0	6	5	6	5	8	7	8	5	0	2	1	5	2	60
2238b4e2bde548437f603c4dc02c3bae	female	men	27.1	5	2	7	6	8	9	7	5	4	5	7	3	4	2	74
da5b0cc11249cccb77b108b81cbbf528	female	men	18.1	7	7	7	6	4	8	9	9	9	7	8	8	9	6	104
9e4be9af956f5c17354c5542466fd822	female	men	22.5	6	5	8	3	7	8	8	3	8	2	6	2	7	0	73
94b9af628024b4e9f2518021a3689d2f	female	men	18.2	5	6	8	8	8	8	9	8	9	1	3	2	1	3	79
7fa780fa231a481861e50ac4143953a3	male	women	49.3	3	2	6	6	5	5	7	2	6	2	6	5	6	3	64
c9931769099292e809526c89240850c0	female	men	29.7	7	7	7	2	2	6	8	9	7	6	6	6	5	2	80
9873758026852532b6e03021a3fd86ce	female	men	23.0	6	2	7	3	3	5	7	8	8	3	8	3	8	2	73
f6803c5a883389bc89517975f670176a	male	either	18.6	0	0	1	1	1	1	1	1	1	7	8	8	7	5	42
cecc067070770623f239465d0b7fd694	female	men	23.0	4	6	7	7	8	8	8	8	7	0	2	2	2	3	72
059a4faa944d4b6d95ed3601be181e4c	female	men	24.7	3	2	6	2	6	3	3	6	2	1	2	1	2	1	40
a41da43cc973a4d12f96deee95e8709b	male	women	28.6	7	5	6	7	6	8	6	7	7	7	6	7	6	5	90
f7cfe76bac95675ccd78f73365d67c1c	male	women	37.3	4	7	9	9	8	9	9	9	9	7	9	9	9	6	113
e26180c6843eb902e6cd4c857d60074b	female	men	22.7	0	1	6	3	5	2	4	2	1	5	6	6	5	2	48
c9f69bace3dea3add05a3a291b0414bd	female		20.4	6	7	7	6	7	8	8	7	8	7	8	7	7	4	97
ca88b20116843f4b0c49ecd5a753a065	male	men	30.9	6	5	9	8	8	5	8	9	6	6	7	6	5	6	94
092b5b4ee5b50dba2cb7c657080b0847	male	women	18.7	2	1	7	4	4	7	6	6	7	0	1	1	1	2	49
09457b9468e4f6d3f6fc3d1de1bf6af9	female	men	21.4	5	5	4	1	5	8	9	7	6	2	3	3	3	4	65
e837db3976c367bf921541988bd7f75b	female	either	21.0	6	7	8	8	8	8	8	6	6	5	5	6	7	3	91
533ec1e27af0f39680e6304da7af0676	female	men	22.9	7	6	7	5	7	6	9	7	6	5	8	7	7	4	91
4a321d3270223f4ff8ccb24fd6690a31	male		24.9	3	4	5	7	7	6	5	3	2	6	7	5	5	4	69
5ad13d9ff43a0417658500406d736894	female	women	19.5	5	6	7	5	5	5	7	8	5	2	3	4	5	5	72
70238806204e3f582b7295cccef00e87	female	men	22.9	3	0	8	6	6	8	8	1	6	3	6	1	5	1	62
53c09fc17094a8d653de27a188821cd0	female	men	24.5	5	4	5	5	7	9	6	5	5	3	5	3	6	4	72
824d356e777ab1128fe7a9da0d6c6314	female	men	23.2	4	6	5	5	7	7	6	4	4	2	4	4	3	2	63
8f23a4bb5e0b1464be178e011b4ba896	female	men	18.1	6	5	9	8	8	5	9	8	6	5	5	5	4	6	89
77566ba62173b25964d33093ee2583de	female	men	18.9	0	2	5	2	2	7	5	8	2	1	1	4	2	3	44
ae2d82352ffc101916adaaad4dd0fb4f	male		21.5	6	5	6	9	7	8	9	5	5	3	4	4	4	4	79
2aaf11c51f7eb51fe50949b8f39d7387	female	men	20.3	7	7	9	9	9	9	9	9	9	7	1	1	7	8	101
bb9a80d12d5e9d10b66c32fcca7becf7	male	women	39.1	7	7	7	3	7	7	8	7	7	3	6	7	6	4	86
4ee7c389ebc97d62728fb5a2d6221802	female	men	23.2	7	5	8	6	6	9	8	8	7	3	4	3	3	6	83
602343787a52793589c288252a745474	female	men	21.2	3	3	7	4	5	7	8	3	5	4	8	6	7	5	75
d1c7c896af3c21d928f906d1c4454e70	male	men	21.5	6	5	8	7	9	4	7	7	4	6	6	6	6	6	87
d022724766330936183ae9e55ec8e878	female		23.3	6	0	7	4	5	8	7	9	5	5	7	8	7	2	80
81a59906be7c05b60374b379b3d0b7f9	female	men	19.9	3	4	7	4	6	8	8	9	7	3	5	5	5	3	77
19abd2ac7c5775c0584809546ca974bf	male	women	21.8	6	7	8	7	7	8	8	7	6	5	8	8	8	5	98
3f85a60234c9c936a6f1a972b11b345d	female	women	18.6	5	5	7	3	3	5	9	6	5	4	7	7	5	6	77
171816a6fadc78587304f99a93a6aded	female	either	20.8	5	6	6	6	7	5	7	6	5	6	7	6	7	6	85
fefaac580d3922e01ea22b7bb91ad137	female		18.8	6	5	5	3	2	7	1	7	7	4	5	5	4	1	62
41fa96568076f132ed6d9cf66e9586c1	female	men	24.0	3	5	7	6	6	7	6	8	7	0	1	1	1	4	62
77c2ce6898623b63989db702b5d9e4aa	female	men	21.2	6	7	8	8	8	8	9	5	9	5	5	7	9	6	100
