"","X1","Age","Gender","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60"
"740",321,27,2,4,4,5,2,2,2,4,5,2,4,2,4,3,5,2,3,2,1,5,4,4,3,4,2,4,4,4,4,2,4,3,4,2,5,4,2,4,3,5,4,3,4,5,3,2,4,2,4,2,2,3,4,3,4,3,3,4,4,5,3
"741",322,22,2,3,4,4,2,4,1,4,5,2,5,3,4,2,4,2,3,1,3,4,3,1,3,4,1,1,4,4,4,2,4,5,3,3,4,5,4,3,2,4,4,2,4,4,2,2,5,2,3,1,2,4,4,2,3,2,3,2,4,3,2
"742",323,20,2,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4
"743",324,22,2,2,4,1,3,5,3,4,4,2,3,3,4,4,4,3,5,2,5,4,2,2,2,2,2,4,3,4,2,2,4,5,4,5,4,2,5,4,4,4,3,2,4,4,2,4,2,2,1,2,2,2,4,4,4,4,2,2,2,4,2
"744",325,19,1,5,3,3,3,2,4,4,4,2,3,2,4,4,3,4,2,2,3,4,5,4,2,4,3,1,2,4,4,4,2,4,3,3,4,4,2,3,4,4,4,3,3,4,5,2,5,5,2,2,1,4,4,4,3,2,3,3,4,2,3
"745",326,20,2,4,4,4,3,3,4,4,2,4,4,2,2,4,3,4,2,2,2,4,4,2,2,2,4,2,2,4,4,4,2,4,4,2,2,4,2,4,4,2,4,4,4,4,4,2,4,2,2,4,2,4,4,4,2,2,4,4,4,2,4
"746",327,19,2,5,4,4,2,2,4,5,4,4,4,2,2,3,4,3,1,2,2,4,5,4,1,4,5,1,2,4,4,2,3,2,4,1,4,4,3,2,4,2,4,4,2,4,2,2,5,2,4,2,1,3,4,4,1,2,4,4,5,2,2
"747",328,40,2,4,4,2,1,2,4,4,3,4,5,1,2,3,2,4,3,2,4,4,5,3,2,5,2,2,3,4,4,3,2,4,4,2,5,5,3,3,3,4,5,4,4,3,5,1,4,4,2,2,1,4,4,4,4,1,4,4,1,4,4
"748",329,36,2,5,5,3,3,2,3,5,4,4,5,1,2,3,2,4,3,1,3,4,4,4,4,3,4,2,4,4,4,3,3,4,5,3,4,4,3,2,5,3,5,4,3,4,3,1,4,1,2,3,1,2,4,4,2,2,4,5,3,3,4
"749",330,40,1,4,4,4,2,4,2,4,3,2,5,3,2,2,5,5,3,1,2,5,5,1,4,4,2,1,3,5,5,1,1,4,5,2,5,5,5,2,2,4,5,3,3,3,2,1,4,1,4,1,1,3,5,3,4,1,4,3,4,4,5
"750",331,21,2,3,4,2,1,4,4,5,4,2,4,2,3,4,2,2,4,2,4,4,3,4,4,5,2,2,4,4,2,2,4,5,4,4,5,2,3,4,2,4,4,2,4,4,2,2,2,2,2,3,4,2,4,4,3,4,2,4,4,2,3
"751",332,19,2,5,4,3,2,1,5,5,2,4,5,1,2,4,4,5,2,1,4,4,5,4,2,2,4,2,2,5,2,2,1,2,5,4,4,5,2,2,4,3,4,5,4,5,2,2,5,3,2,2,1,2,5,5,3,2,5,3,2,4,5
"752",333,19,2,5,5,4,2,5,3,4,4,2,4,1,4,4,4,3,1,2,2,4,2,4,4,4,4,2,4,4,4,2,4,4,4,2,4,2,2,4,4,2,4,2,4,4,2,2,5,4,4,4,4,2,4,2,4,2,4,2,4,4,2
"753",334,18,2,4,4,5,2,2,3,4,3,3,4,1,1,2,5,4,2,2,2,2,4,2,1,4,2,2,3,4,5,1,1,3,4,1,5,5,3,1,3,4,5,4,2,4,2,4,5,1,2,3,1,3,5,4,3,1,4,5,4,3,4
"754",335,18,2,5,5,2,4,2,4,5,1,4,5,1,2,4,2,4,1,1,2,5,4,1,1,1,3,2,1,5,5,4,3,4,5,5,4,5,5,1,2,2,4,5,2,5,4,2,5,2,1,4,1,4,4,4,2,2,5,5,2,5,5
"755",336,22,2,4,5,1,1,2,4,4,4,4,5,4,2,5,4,5,2,1,5,4,5,4,1,1,4,2,2,5,4,2,2,4,5,4,5,4,3,5,5,4,4,4,4,5,3,2,4,4,1,2,1,1,5,5,3,1,4,4,4,5,5
"756",337,32,2,5,4,3,4,4,4,5,2,4,5,1,2,4,1,3,1,1,3,4,4,4,4,2,5,1,2,4,2,4,4,1,5,3,2,4,2,1,4,1,2,4,1,4,4,3,4,2,1,3,2,3,5,3,2,2,4,4,4,2,3
"757",338,19,2,4,4,2,4,2,4,5,5,4,5,1,3,2,4,5,2,1,3,4,4,3,4,5,4,2,1,5,4,2,2,4,4,3,5,5,2,1,4,4,5,5,4,5,4,2,5,3,1,2,1,4,5,1,4,1,5,4,2,4,5
"758",339,19,2,4,4,2,2,5,4,4,2,2,4,1,2,4,2,2,2,2,4,4,1,4,4,2,2,2,2,5,2,4,4,4,5,4,4,1,3,2,4,2,2,4,4,4,4,2,4,2,2,4,2,4,4,4,2,4,4,3,4,4,2
"759",340,19,2,4,5,2,1,2,4,5,3,3,5,1,4,2,4,5,2,1,5,5,5,4,3,3,3,1,1,5,4,2,2,2,5,5,5,5,3,5,5,5,5,5,2,5,1,1,5,5,1,3,1,2,5,5,4,1,5,5,4,4,4
"760",341,48,2,5,5,3,3,3,4,5,3,3,3,2,3,4,2,4,4,1,3,3,3,2,2,4,3,2,3,5,4,3,3,4,4,3,4,4,3,1,3,3,4,3,2,5,3,1,4,1,2,2,2,2,5,3,3,2,3,4,2,2,4
"761",342,21,1,4,4,3,3,1,3,5,3,3,4,2,2,4,2,3,3,1,4,4,5,4,3,2,4,2,3,4,4,3,2,4,4,4,4,5,2,2,4,2,4,3,3,4,3,2,4,3,2,3,1,2,5,4,2,2,4,3,3,3,4
"762",343,31,1,4,5,2,4,4,4,5,4,4,5,2,2,4,2,5,2,2,4,4,2,4,1,4,4,2,2,5,2,5,2,4,5,4,4,2,3,1,4,1,4,4,4,5,4,1,4,2,1,4,3,2,5,4,1,2,4,3,1,1,5
"763",344,18,2,4,4,3,2,3,3,5,4,3,4,2,2,4,4,3,3,2,3,4,3,2,2,2,4,3,2,4,3,2,2,4,4,3,4,3,3,2,4,3,2,3,2,4,3,2,3,2,2,2,2,2,5,4,3,3,3,4,3,3,3
"764",345,18,2,3,5,4,3,4,3,5,4,3,2,4,2,2,3,4,5,2,4,4,2,1,1,4,3,2,2,5,4,4,4,5,5,2,5,2,3,1,2,3,4,2,3,3,3,1,1,2,3,2,2,4,5,5,3,3,2,4,1,1,1
"765",346,18,2,5,5,5,1,1,1,5,5,2,5,5,5,5,5,1,1,5,5,5,1,1,5,5,5,1,3,3,5,5,1,5,5,3,5,2,5,5,5,5,5,5,5,5,2,1,5,5,1,1,4,3,5,5,5,3,5,5,5,5,5
"766",347,20,2,4,4,3,2,3,4,5,1,4,4,5,2,4,3,2,1,1,1,3,2,2,3,2,4,3,4,5,4,4,3,2,5,1,5,4,4,1,4,3,4,5,2,5,2,1,4,1,3,3,1,2,3,4,3,4,5,5,4,4,4
"767",348,18,2,3,5,1,3,3,4,5,1,4,5,1,2,3,1,5,2,1,4,3,4,2,2,1,4,1,1,5,2,4,3,1,4,4,4,4,3,2,4,2,4,5,2,4,5,1,4,2,1,4,2,1,4,4,1,2,4,4,2,2,4
"768",349,37,2,4,4,4,3,3,3,4,3,3,3,2,2,3,3,3,2,1,2,3,3,2,2,3,4,4,2,4,4,3,3,2,4,2,4,3,2,1,4,3,3,3,2,4,4,2,4,1,3,2,3,2,4,4,3,3,4,4,3,3,3
"769",1,25,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"770",2,23,2,4,4,4,4,2,1,4,2,4,5,2,3,4,2,4,2,1,2,4,4,1,1,2,4,1,2,4,4,4,2,4,4,2,4,4,2,1,4,2,4,4,2,4,4,2,5,2,2,4,2,4,4,5,2,2,4,4,4,2,4
"771",3,25,2,4,4,4,4,3,4,4,4,4,4,1,3,4,3,3,2,1,2,4,3,3,2,4,4,1,1,4,5,3,2,4,4,3,3,3,3,3,4,2,4,4,2,3,3,1,4,3,2,3,2,2,4,3,2,2,4,4,4,2,4
"772",4,34,1,3,5,4,3,3,5,4,5,3,5,1,5,1,2,4,3,1,2,4,4,5,3,4,3,1,1,5,2,4,2,5,4,2,5,4,1,2,3,2,5,4,2,5,4,3,3,4,4,2,2,2,4,2,2,2,4,4,3,2,4
"773",5,24,2,3,4,2,1,2,3,5,4,2,4,2,2,4,4,4,3,2,2,5,4,2,1,4,2,2,4,4,4,2,3,4,4,2,4,4,3,1,3,5,4,2,3,3,2,3,2,1,2,2,1,2,5,4,5,1,2,5,4,4,4
"774",6,25,2,2,4,1,4,1,4,5,2,2,5,1,4,4,2,5,4,1,4,4,5,4,2,2,3,1,4,5,2,4,1,5,4,4,5,5,1,3,5,2,5,2,2,4,4,1,2,1,1,2,1,1,4,5,2,1,2,3,1,2,4
"775",7,19,2,4,5,5,2,3,4,5,5,4,4,1,2,2,4,3,2,1,3,4,4,4,2,5,3,2,2,4,5,2,3,4,4,2,5,2,2,2,4,3,2,4,2,5,4,2,5,1,3,2,1,2,4,2,3,2,4,4,5,5,4
"776",8,18,1,3,4,1,5,4,4,4,2,4,3,2,3,4,3,5,4,2,3,2,2,3,3,2,4,2,3,4,2,4,3,4,2,4,2,3,2,2,4,2,2,4,4,5,5,2,2,2,2,5,3,2,4,4,2,3,3,3,2,2,4
"777",9,23,2,4,4,5,2,3,4,4,3,4,5,2,1,4,3,4,2,4,2,4,4,4,5,3,4,1,1,4,2,2,3,4,4,3,5,4,2,4,4,2,5,5,4,4,3,2,5,4,3,2,2,1,4,5,2,1,4,3,2,4,4
"778",10,18,2,1,4,4,2,4,4,5,4,3,4,2,4,4,4,4,5,1,2,4,2,1,2,4,2,4,4,4,4,4,4,5,3,2,4,2,4,4,2,4,4,2,5,4,4,2,2,4,2,2,2,4,5,4,3,2,2,3,4,2,2
"779",11,19,2,3,4,3,4,2,4,5,3,2,4,3,2,3,1,4,4,2,2,4,4,2,1,2,2,2,2,4,3,4,2,4,3,3,4,4,3,1,3,2,4,2,3,4,4,2,2,2,1,2,2,2,4,3,3,2,4,2,2,2,4
"780",12,19,2,5,5,3,2,1,4,4,3,2,5,1,3,3,4,3,1,1,4,4,3,4,4,3,2,4,1,5,4,3,2,3,4,3,5,3,2,4,4,4,4,4,2,4,3,1,5,1,2,3,5,2,4,3,3,2,4,3,4,4,4
"781",13,18,2,4,3,2,2,3,3,5,3,3,4,2,4,4,4,4,2,4,4,4,3,4,2,3,4,2,4,4,2,1,2,4,3,3,5,4,3,4,4,2,2,4,5,4,3,1,5,4,2,1,2,2,5,4,2,3,3,1,1,4,4
"782",14,19,2,3,4,2,1,1,2,5,3,2,4,1,2,4,4,4,3,1,3,4,4,3,1,2,4,3,3,5,3,1,3,3,4,3,5,4,3,2,4,3,4,3,4,5,2,5,3,1,3,4,2,3,4,5,2,2,3,4,3,2,3
"783",15,20,2,4,4,1,2,2,4,5,2,5,4,1,1,5,5,5,2,1,5,5,4,4,1,1,3,1,3,4,2,1,3,4,4,4,5,4,5,1,5,5,5,3,5,4,3,1,3,4,1,1,2,3,4,5,4,1,5,3,1,4,5
"784",16,19,2,5,4,2,2,1,4,4,3,3,4,1,2,4,2,4,1,1,4,4,5,4,2,2,2,2,1,4,4,4,2,2,4,4,4,4,3,2,4,2,2,4,2,4,2,2,5,1,2,2,1,2,4,4,2,3,4,3,2,4,4
"785",17,18,2,4,5,2,3,2,4,4,2,4,4,2,4,4,2,4,1,1,4,2,2,4,4,2,2,1,1,5,2,3,2,4,4,3,4,3,2,4,4,4,4,2,4,5,2,2,5,1,2,1,4,2,5,4,2,2,4,4,2,4,5
"786",18,20,2,4,4,1,3,4,4,5,2,2,3,1,2,3,1,4,5,5,4,4,3,2,2,2,3,2,1,5,4,4,5,4,4,5,3,3,1,2,4,1,2,4,2,5,2,2,4,1,1,1,1,2,5,5,1,3,4,4,3,1,3
"787",19,19,1,4,4,1,2,3,4,4,2,2,4,2,4,4,4,3,2,2,5,4,3,4,3,2,4,2,4,4,1,3,4,4,4,5,5,4,3,4,5,3,5,3,4,4,2,2,4,2,1,2,1,1,4,5,4,3,3,4,2,4,3
"788",20,20,2,4,4,5,3,3,4,4,5,2,5,2,5,3,3,4,2,2,2,4,3,1,3,4,3,5,4,4,4,3,2,4,4,1,4,3,3,4,3,2,2,3,3,4,4,2,4,3,5,2,3,5,4,3,1,3,2,3,3,3,3
"789",21,20,2,5,5,1,1,2,4,5,2,4,5,1,4,5,3,4,1,1,5,4,4,4,3,1,3,1,1,5,1,3,1,1,5,5,5,4,2,4,5,2,4,4,4,5,4,1,5,3,1,2,1,1,5,5,3,2,5,3,3,4,5
"790",22,18,2,4,4,2,3,2,5,5,1,4,5,2,2,4,2,4,2,1,4,4,4,4,1,2,5,2,2,4,2,4,3,4,4,3,2,4,3,2,4,2,4,3,2,4,4,2,3,2,1,3,2,2,4,4,1,2,3,4,3,2,3
"791",23,18,2,4,5,5,2,1,4,5,5,2,4,1,4,2,5,4,2,1,2,4,5,4,2,5,2,1,2,5,4,1,1,4,4,2,5,5,3,2,2,4,5,5,4,5,2,2,5,5,2,1,1,2,5,4,5,2,5,4,4,4,5
"792",24,19,2,5,5,3,2,1,4,5,2,1,5,1,1,3,2,4,1,1,3,4,5,2,2,1,3,1,2,5,3,3,1,1,5,4,5,5,2,1,4,2,3,5,2,5,4,2,5,1,2,3,1,1,5,5,1,1,5,5,2,3,5
"793",25,19,2,2,4,2,2,1,4,5,4,3,4,3,2,3,3,2,4,2,4,4,4,2,2,4,3,3,5,4,3,2,2,5,2,3,4,5,3,3,3,3,3,1,2,4,3,2,2,3,2,2,3,3,4,2,4,3,4,4,2,4,4
"794",26,20,1,4,5,2,4,5,4,4,3,4,4,2,3,4,2,3,4,2,4,3,2,2,2,2,4,2,2,4,2,4,5,4,5,4,3,2,3,2,4,2,4,4,2,4,5,4,3,2,2,4,4,2,4,4,1,5,3,3,2,2,2
"795",27,18,2,5,4,2,4,5,5,5,5,4,5,1,1,4,2,3,2,1,4,5,3,4,2,4,2,2,2,4,4,3,2,4,4,2,4,2,1,2,5,3,4,4,2,5,3,1,5,5,2,3,2,1,5,4,1,2,4,4,4,2,4
"796",28,23,2,5,5,4,2,1,3,4,4,2,5,4,4,3,4,4,1,1,2,5,5,4,3,4,3,2,2,4,2,2,2,3,3,3,4,5,3,4,4,3,5,4,4,5,3,2,5,2,3,3,1,2,3,4,2,2,4,2,2,5,5
"797",29,21,2,4,5,4,1,2,4,4,2,4,5,2,4,3,4,5,1,1,4,4,4,4,3,4,2,2,2,5,3,1,2,3,3,2,5,5,2,4,5,4,5,4,5,4,1,2,5,2,3,2,2,2,4,4,4,1,4,2,4,5,5
"798",30,20,2,3,5,4,2,3,3,4,5,5,5,2,4,3,4,5,4,3,4,2,4,4,4,2,3,3,2,3,3,2,2,2,4,3,3,4,3,1,3,2,3,3,3,3,1,2,2,3,2,1,3,3,4,2,3,3,4,4,3,3,3
"799",31,20,2,4,5,3,1,2,5,5,4,2,4,1,2,3,4,4,2,1,3,4,4,2,2,4,1,1,4,5,4,2,2,4,4,2,4,3,2,2,4,3,4,3,2,4,2,2,5,2,2,2,2,2,5,4,3,2,4,4,2,3,4
"800",32,18,2,5,5,2,4,1,5,5,4,2,5,1,4,4,2,4,2,1,4,3,5,5,3,4,4,1,2,4,2,4,1,4,4,3,5,5,5,3,3,4,4,4,2,5,4,1,5,2,2,2,1,2,4,2,4,1,4,3,1,3,4
"801",33,22,2,3,4,4,2,1,3,4,3,3,5,1,3,3,3,5,3,2,3,4,5,4,2,3,3,1,3,4,4,2,1,5,3,3,5,5,3,2,5,4,5,3,3,4,4,1,4,3,2,1,1,2,5,5,4,1,5,3,4,2,5
"802",34,18,2,2,4,2,1,2,4,4,4,1,4,3,4,4,5,3,4,2,2,5,3,3,4,2,1,1,2,4,3,1,2,4,3,2,5,3,2,3,4,5,5,2,5,4,1,2,2,3,4,1,2,3,4,3,5,2,2,3,2,5,2
"803",35,18,2,5,5,5,2,4,5,5,5,1,4,1,2,1,5,3,1,5,2,4,3,4,5,3,3,3,1,5,4,2,2,1,5,1,5,3,2,4,4,3,2,5,2,5,3,1,5,1,3,1,3,1,4,4,1,3,4,4,4,5,4
"804",36,18,2,4,5,5,3,2,3,5,5,4,4,2,4,4,4,3,4,5,5,5,3,3,2,4,4,3,2,5,5,2,2,5,5,2,4,4,2,4,4,5,5,5,2,5,3,2,3,5,5,2,3,2,4,5,5,3,4,4,4,3,4
"805",37,20,2,4,4,4,3,3,3,4,4,3,4,1,3,4,4,3,2,1,4,4,3,3,2,5,4,4,3,5,4,4,2,4,4,3,5,4,3,4,4,5,4,4,5,4,2,1,3,3,1,2,3,3,4,3,3,3,3,3,4,2,4
"806",38,18,2,4,4,2,1,4,3,4,3,2,4,3,2,5,3,3,4,1,4,4,3,2,1,5,1,3,3,4,2,2,2,5,5,4,5,4,2,3,3,4,3,3,3,4,3,2,2,3,1,1,2,3,4,5,3,3,4,4,2,2,4
"807",39,19,2,5,4,2,4,1,5,4,4,5,5,1,2,3,2,4,1,1,4,4,5,5,2,2,5,1,2,4,4,5,1,1,4,3,4,5,1,2,4,1,5,4,1,5,5,2,5,1,1,4,1,2,4,4,1,2,4,5,2,3,4
"808",40,18,2,3,4,2,2,1,3,5,4,5,5,1,1,4,4,4,5,1,4,4,5,2,2,4,3,1,2,5,4,3,2,4,4,4,4,5,4,1,4,1,5,3,3,4,3,2,2,1,2,2,1,3,4,4,2,1,5,3,2,2,5
"809",41,23,2,3,4,3,2,1,3,4,3,2,5,1,3,3,4,5,3,1,2,4,5,1,2,3,2,1,3,4,3,2,1,4,4,2,5,5,3,2,4,4,5,2,3,4,2,1,3,2,3,1,1,3,3,4,4,1,3,3,3,4,5
"810",42,22,2,4,5,2,2,4,4,5,3,4,5,1,1,4,3,4,1,1,5,3,5,4,2,2,4,1,1,4,3,3,1,1,5,5,4,5,2,1,3,4,4,5,4,4,3,1,5,1,1,2,1,1,5,4,2,1,4,3,1,3,4
"811",43,18,2,4,5,4,4,2,2,5,2,4,4,2,4,4,4,4,2,1,4,4,4,4,4,4,1,2,2,5,4,2,3,4,4,2,5,4,3,4,4,5,5,4,2,5,3,4,5,1,5,4,1,2,5,5,5,2,4,4,4,4,2
"812",44,18,2,4,5,2,3,5,4,5,3,3,5,2,4,4,4,3,4,1,4,5,1,1,1,2,4,4,2,5,3,2,2,4,5,4,5,2,2,2,4,4,5,4,4,5,4,1,3,2,1,2,3,2,5,5,3,3,4,3,1,5,4
"813",45,19,1,4,4,3,3,2,3,4,4,4,3,2,2,3,2,4,3,1,3,4,2,2,3,4,4,2,2,4,4,3,2,4,4,3,4,4,3,2,3,3,3,4,3,4,3,3,4,2,2,2,2,3,4,3,3,3,4,4,3,2,3
"814",46,18,2,3,4,2,2,2,4,5,2,3,4,1,3,4,3,4,2,1,4,3,3,3,3,2,4,1,2,5,3,3,2,2,4,3,5,4,2,1,5,2,3,4,4,4,4,2,4,2,2,2,1,3,5,5,2,2,4,3,1,3,4
"815",47,18,2,4,5,2,2,3,3,5,2,3,3,1,1,4,3,4,2,2,4,4,4,1,1,4,3,4,2,5,2,2,2,4,5,4,5,3,4,2,4,4,2,4,2,5,3,3,4,2,2,4,5,2,5,5,1,3,4,4,4,4,4
"816",48,18,2,1,5,4,2,4,2,4,1,2,5,2,1,5,4,4,5,1,4,5,4,1,2,4,4,1,4,5,4,2,4,5,5,4,5,3,4,2,5,4,5,2,4,5,2,2,2,1,2,1,1,4,5,5,4,3,2,3,2,1,2
"817",49,18,2,2,4,2,1,2,4,5,4,2,2,1,4,4,2,4,1,1,5,4,2,4,4,2,4,1,1,4,1,2,2,5,5,5,5,4,4,4,5,4,4,5,2,5,4,1,5,5,1,2,2,1,5,5,2,2,5,4,1,4,4
"818",50,19,2,4,5,5,2,1,4,4,3,2,3,2,2,4,3,4,3,1,2,4,5,3,1,2,4,2,3,5,4,3,2,2,4,2,3,5,2,2,3,4,5,4,2,5,2,1,4,4,3,2,2,2,5,4,4,1,4,4,4,2,4
"819",51,22,2,4,4,1,3,2,4,5,2,3,3,2,2,4,2,4,4,1,3,2,4,4,2,3,4,2,3,5,1,3,2,4,4,4,4,4,3,1,4,3,4,4,3,4,4,2,4,4,1,3,2,3,4,4,3,3,4,4,2,2,4
"820",52,18,2,5,5,4,2,3,4,5,3,5,4,1,3,3,2,5,2,1,2,4,4,4,1,3,5,2,2,5,4,4,4,2,5,2,4,4,2,2,4,2,3,4,4,5,5,2,5,3,2,2,2,2,3,4,1,4,4,2,2,4,2
"821",53,19,2,4,5,2,4,3,3,5,5,4,3,2,3,4,4,3,3,2,3,4,3,3,2,4,3,2,3,5,4,2,4,4,4,3,5,4,3,1,3,4,4,3,4,4,4,1,3,2,2,3,2,4,5,4,3,3,3,4,4,4,3
"822",54,18,2,5,4,2,3,2,4,5,3,3,5,1,1,4,2,4,2,2,4,2,4,4,1,2,3,2,1,5,1,3,2,3,5,4,4,4,3,1,4,3,3,4,2,5,3,2,4,1,1,3,1,3,5,4,3,3,4,4,3,2,4
"823",55,21,2,4,4,4,2,3,3,4,3,2,5,3,3,2,2,3,3,2,3,3,4,4,2,3,4,1,2,4,3,3,3,4,4,3,4,4,3,2,4,4,4,4,2,4,3,3,4,4,2,2,2,2,4,2,2,2,3,3,2,3,4
"824",56,18,2,4,5,5,4,4,5,5,4,3,5,1,1,3,4,3,4,2,1,2,4,5,1,5,2,1,2,5,4,3,1,4,5,2,4,5,1,1,4,2,4,4,2,5,4,1,2,1,2,2,1,1,5,4,2,1,5,4,2,4,5
"825",57,23,2,4,4,4,3,4,5,5,4,4,4,2,3,4,4,4,4,2,2,4,3,3,3,2,5,2,1,5,4,3,2,4,4,2,3,3,2,3,4,3,3,2,2,4,4,2,4,2,4,2,2,3,5,4,2,4,3,3,2,1,4
"826",58,20,2,2,5,2,1,1,3,5,4,1,4,4,1,4,4,3,4,1,4,4,4,2,2,4,1,3,4,5,2,2,2,5,4,4,5,4,3,1,3,4,4,2,4,5,2,3,2,3,2,1,2,4,5,4,4,2,3,5,2,4,4
"827",59,19,2,4,5,4,2,4,4,4,5,1,4,1,2,4,4,3,2,1,2,4,3,2,1,4,3,4,4,5,4,2,4,4,4,3,5,2,4,2,3,4,4,3,4,5,2,2,4,2,4,3,3,3,4,3,4,3,4,4,4,5,3
"828",60,18,2,2,4,5,2,1,3,5,5,4,5,1,5,5,2,4,5,1,1,4,4,1,1,2,1,1,2,4,5,4,2,5,4,1,5,4,4,4,4,4,5,3,4,4,4,4,1,5,5,2,1,2,4,4,5,2,2,3,4,2,4
"829",61,18,1,5,4,4,5,2,4,5,3,5,5,2,3,4,2,5,2,1,3,4,5,3,1,4,4,1,2,5,4,5,2,4,4,2,2,4,3,2,4,4,5,4,4,5,4,2,4,2,2,3,1,2,4,3,2,1,4,4,4,2,4
"830",62,18,2,2,4,1,3,4,4,5,3,4,4,2,4,4,4,5,3,1,5,4,2,4,2,1,4,1,3,4,3,3,2,4,5,4,5,1,2,4,5,3,5,4,4,4,3,1,4,2,1,2,3,3,4,5,2,3,3,2,2,3,4
"831",63,19,1,2,4,3,4,2,3,4,4,3,5,4,1,3,4,3,4,2,4,3,5,1,2,4,3,2,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,3,4,4,3,1,2,3,2,3,3,4,4,4,4,2,3,4,5,2,4
"832",64,21,2,4,4,2,5,5,3,4,3,4,5,2,3,3,2,3,4,2,3,3,2,1,3,3,5,2,2,4,4,5,4,4,3,3,4,2,3,3,3,3,3,5,3,4,4,2,5,3,1,2,4,3,5,3,3,4,4,4,2,3,3
"833",65,22,2,4,4,4,1,2,4,5,3,1,4,1,4,5,4,3,2,1,2,5,1,3,1,2,3,1,1,5,1,2,4,4,5,2,5,2,4,4,4,1,4,2,5,5,4,5,4,1,1,1,2,1,5,5,2,2,4,3,1,4,4
"834",66,18,2,2,5,4,1,1,2,4,4,2,4,1,1,5,1,3,4,1,5,5,5,2,2,1,2,2,4,4,4,4,2,5,4,2,5,4,4,2,4,2,4,2,4,5,4,2,2,1,2,2,1,1,4,5,2,2,3,4,2,4,3
"835",67,18,2,5,4,2,2,1,5,4,2,5,5,1,3,2,4,4,2,2,4,4,4,4,4,4,4,1,3,4,4,2,1,2,3,4,3,5,2,2,4,2,5,4,3,4,2,1,4,3,2,4,1,3,4,3,2,1,4,4,3,4,5
"836",68,25,2,4,4,2,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,4,4,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,2,2,2
"837",69,19,2,5,4,2,1,3,3,4,4,2,5,1,2,4,3,4,1,1,5,4,5,3,3,4,1,4,2,5,3,2,3,1,4,4,4,4,3,4,5,3,4,5,3,5,3,2,5,4,2,3,2,2,5,4,2,2,4,4,3,4,4
"838",70,18,2,4,5,1,2,3,3,5,2,3,5,4,2,4,2,4,2,1,5,4,3,2,2,2,4,2,2,4,1,3,2,4,4,5,5,4,3,1,4,2,4,4,4,4,4,2,4,1,1,3,2,3,4,5,2,3,4,4,2,4,4
"839",71,19,2,4,4,2,2,1,3,4,2,2,4,1,1,3,2,4,2,1,4,4,4,2,2,4,3,1,4,4,4,3,4,2,3,4,4,4,4,3,2,2,3,4,3,4,3,2,4,2,1,2,2,2,4,3,2,2,4,5,4,2,2
"840",72,19,2,4,4,4,3,4,4,4,4,4,5,2,2,3,2,3,3,2,2,3,2,2,4,3,3,2,4,4,4,4,3,3,3,4,2,4,4,4,3,2,3,4,1,4,4,1,4,3,2,4,1,1,4,2,1,2,4,5,5,2,3
"841",73,19,2,4,4,1,2,4,4,4,2,2,3,2,3,4,2,3,2,2,1,4,2,4,2,2,4,2,2,4,2,4,4,3,4,4,4,2,2,4,4,2,4,3,2,5,4,2,4,2,2,2,4,3,4,4,2,3,3,4,2,2,2
"842",74,19,2,4,5,2,1,1,2,4,2,2,5,5,2,5,5,4,4,1,5,5,5,3,4,1,3,1,1,4,4,1,4,5,4,5,5,4,3,4,5,2,4,5,4,5,1,1,5,2,1,2,4,2,4,5,2,2,4,3,2,5,2
"843",75,18,1,5,5,5,4,1,5,5,5,3,5,2,1,1,5,5,1,5,1,3,5,4,2,5,3,1,1,5,5,2,1,4,5,1,1,5,1,4,4,5,5,1,3,5,2,1,5,5,4,3,1,2,3,2,5,1,5,3,5,3,5
"844",76,21,2,5,4,1,2,2,4,5,1,2,4,1,4,5,4,4,3,1,5,4,1,2,1,1,3,1,4,4,1,3,1,4,5,5,5,3,4,4,5,3,4,3,3,4,3,1,5,1,1,1,5,1,4,5,1,1,5,3,1,4,4
"845",77,22,2,4,4,4,4,4,3,4,3,2,3,2,2,3,2,2,2,2,4,4,2,2,2,2,3,2,4,4,4,3,4,3,4,4,4,4,2,3,3,3,4,3,2,4,4,2,4,2,2,2,3,2,4,4,3,3,3,3,2,3,2
