Age	Sex	Education	LN	EHI1	EHI2	EHI3	EHI4	EHI5	EHI6	EHI7	EHI8	EHI9	EHI10	FLI1	FLI2	FLI3	FLI4	FLI5	FLI6	FLI7	FLI8	FLI9	FLI10	FLI_recznosc_samoocena	FLI_uszkodzenia
25	1	4	17	1	1	1	1	1	1	3	1	1	1	100	100	100	100	60	90	100	100	80	100	1	0
20	1	2	15	1	1	1	1	1	1	1	1	1	1	100	100	100	100	90	999	100	100	999	100	1	0
19	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	75	85	65	75	90	99	70	100	1	0
20	1	2	14	1	1	1	1	1	1	3	1	1	1	100	100	90	100	10	100	100	100	50	100	1	0
20	1	2	13	1	1	1	1	1	1	1	1	3	1	100	100	80	98	80	98	98	98	70	100	1	0
21	2	2	13	2	2	2	1	2	2	2	2	2	2	0	0	99	50	90	50	50	0	50	0	1	0
20	2	2	14	1	1	1	1	1	3	3	1	1	1	100	100	60	95	70	50	80	95	70	95	1	0
25	2	4	17	1	1	1	3	1	3	1	3	1	1	100	100	80	70	999	999	60	90	75	100	1	0
37	1	4	17	2	2	2	2	2	2	2	2	2	2	0	0	0	0	30	10	10	0	10	0	2	0
20	2	2	14	2	2	2	2	2	2	2	2	3	2	0	0	50	30	0	50	20	0	10	0	2	0
20	1	2	13	2	2	2	2	2	2	2	1	1	1	0	0	50	0	100	0	50	100	0	0	2	0
22	2	2	15	1	1	1	1	1	1	3	1	1	1	100	100	95	95	50	100	100	100	95	100	1	0
26	1	3	13	1	1	1	3	1	3	3	1	3	1	85	100	60	50	75	50	65	95	50	100	1	0
22	1	2	15	1	1	1	3	1	1	3	1	3	1	100	100	90	90	85	90	95	100	70	100	1	0
20	2	2	13	2	2	2	2	2	2	3	2	2	2	0	0	40	25	50	20	25	40	20	10	2	0
20	2	2	13	1	1	1	3	1	1	3	1	3	3	100	100	90	999	999	60	80	90	60	99	1	0
38	1	4	22	1	1	1	1	1	1	3	1	1	1	100	100	100	100	100	90	100	95	80	100	1	0
40	2	4	20	1	1	1	3	1	1	3	3	3	1	100	100	80	90	50	80	25	80	50	90	1	0
24	2	2	13	2	2	2	2	2	2	2	2	3	2	0	0	0	50	50	0	0	0	0	0	2	0
35	2	4	18	1	1	1	3	1	1	2	1	3	1	100	100	100	999	70	60	100	100	90	100	1	0
22	1	2	15	1	1	1	1	1	1	1	1	1	1	100	100	89	80	90	80	80	90	90	80	1	0
23	2	2	14	2	3	3	3	2	2	2	2	3	3	0	0	50	60	0	50	50	50	40	0	3	0
20	1	2	13	1	1	1	1	1	1	2	1	1	1	98	98	98	98	0	50	60	98	50	98	1	0
23	1	2	17	1	1	1	1	1	1	1	1	2	1	100	100	100	100	80	100	100	100	100	100	1	0
47	2	2	15	1	1	1	1	1	1	3	1	3	1	100	100	50	50	0	0	50	98	50	100	1	0
18	1	1	12	1	1	1	1	1	3	3	1	3	1	98	98	70	90	50	50	90	98	90	80	1	0
21	2	2	15	1	1	1	1	1	1	1	1	2	1	100	100	70	90	999	999	70	100	95	100	1	0
22	2	4	15	2	2	2	2	2	2	2	2	2	2	0	0	15	15	40	40	20	5	40	0	2	0
23	1	2	16	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	1	0
21	1	2	14	2	2	2	2	2	2	2	2	2	2	0	0	10	10	0	10	10	0	15	0	2	0
18	1	1	12	1	1	1	1	1	1	1	1	2	1	100	100	50	100	50	50	50	100	50	100	1	0
18	1	1	12	1	1	1	3	1	1	1	1	3	1	100	95	85	50	50	50	50	100	80	100	1	0
23	2	2	12	1	1	1	1	1	1	1	1	3	1	100	100	90	80	80	999	95	90	70	100	1	0
21	2	2	15	1	1	1	1	1	1	1	1	3	1	98	100	50	50	100	50	70	100	90	100	1	0
24	1	2	16	2	2	2	1	2	2	2	2	2	2	0	0	15	15	0	30	0	0	0	0	2	0
25	1	4	18	1	1	1	1	1	1	1	1	1	1	10	10	20	0	15	20	5	5	80	50	1	0
29	2	2	15	1	1	1	1	1	3	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0
20	1	2	14	1	1	1	2	1	1	2	3	3	1	98	98	50	98	50	50	50	98	50	98	1	0
23	2	2	15	2	2	3	2	2	3	3	3	3	2	2	2	50	50	25	25	25	10	25	10	2	0
23	1	4	17	1	1	3	1	3	3	2	1	2	1	99	80	50	50	50	30	70	100	50	100	3	0
45	1	4	18	1	1	1	1	1	1	1	1	2	1	100	100	70	60	80	50	60	90	90	100	1	0
22	2	2	15	1	1	1	1	1	1	1	1	3	1	100	100	100	100	50	50	90	95	70	100	1	0
24	1	4	18	1	1	1	1	1	1	1	1	1	1	100	100	60	70	90	999	70	98	90	100	1	0
22	1	2	15	1	1	3	3	1	3	3	1	3	1	100	100	50	50	50	50	70	100	50	100	1	0
23	1	4	16	1	1	1	1	1	1	1	1	1	1	100	100	78	60	70	59	60	80	78	100	1	0
22	1	2	14	2	2	2	2	2	2	2	2	2	2	5	0	0	0	0	0	0	0	25	0	2	1
24	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	90	96	100	98	100	1	0
26	1	4	17	1	1	1	1	1	1	1	1	2	1	100	100	80	80	20	20	80	80	80	100	1	0
20	1	2	14	1	1	1	1	1	3	1	1	3	3	100	90	100	100	50	100	100	50	50	100	1	0
23	1	4	17	1	1	1	1	1	1	3	1	1	1	100	100	999	95	100	80	80	100	70	100	1	0
19	1	2	12	2	2	1	3	2	2	3	2	2	1	0	0	98	98	50	20	50	98	60	0	2	0
20	2	2	13	1	1	1	3	1	3	1	1	3	1	98	98	75	50	50	50	50	80	50	90	1	0
19	1	2	13	1	1	1	3	1	1	1	1	1	1	100	100	80	80	0	67	98	98	95	100	1	0
22	1	2	15	1	1	1	1	1	1	2	1	1	1	100	100	60	100	50	50	70	100	60	100	1	0
33	1	4	20	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	30	30	20	20	0	2	0
35	2	2	16	1	2	1	1	3	1	3	2	3	2	90	70	10	70	50	50	10	20	50	50	3	0
22	1	2	15	1	1	1	3	1	1	3	1	3	1	98	98	999	60	30	60	999	90	999	90	1	0
50	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	60	80	90	90	100	1	0
22	1	4	15	2	2	2	2	2	2	3	2	3	2	0	0	10	0	999	40	30	5	10	0	2	0
41	1	2	17	2	2	2	2	2	2	2	1	1	1	0	0	0	0	0	0	98	98	0	0	2	0
22	1	2	15	1	1	3	3	1	3	3	1	3	1	100	100	50	50	50	50	70	100	50	100	1	0
21	1	1	14	1	1	1	1	1	1	1	2	1	1	100	100	100	100	100	100	100	100	100	100	1	0
20	2	2	13	1	1	1	1	1	1	3	1	1	1	100	100	100	80	50	70	85	80	80	100	1	0
25	1	2	18	2	1	1	3	2	3	3	3	3	3	0	0	80	80	999	999	999	999	999	98	2	0
21	1	2	13.5	1	1	1	1	1	1	1	1	1	1	100	100	50	100	95	50	100	100	75	100	1	0
22	2	2	13	1	1	1	1	3	1	2	1	1	1	100	100	50	100	100	50	100	100	50	100	1	0
18	2	1	11	2	2	2	2	2	2	3	2	2	2	0	15	20	20	40	40	45	30	30	0	2	0
19	2	2	12	2	2	2	2	2	2	2	2	2	2	0	0	30	20	999	40	999	20	30	0	2	0
22	1	2	15	1	1	1	3	1	1	1	1	3	1	100	100	999	100	999	98	98	98	999	 	1	0
18	2	2	13	1	1	1	1	1	1	2	1	1	1	100	95	60	60	50	50	99	99	50	99	1	0
21	2	1	10	1	1	1	1	1	1	2	1	2	1	98	98	98	98	98	98	98	98	98	98	1	0
19	1	2	12	1	1	1	1	1	1	2	1	1	1	100	100	80	100	100	50	100	100	70	100	1	0
21	1	2	15	1	1	1	3	1	1	1	1	1	1	95	100	85	100	80	999	90	90	90	90	1	0
21	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	80	100	999	70	90	95	80	100	1	0
23	1	2	16	1	1	1	1	1	1	1	1	3	1	100	100	60	90	100	100	60	95	50	100	1	0
20	1	2	13	1	1	1	1	1	3	1	1	1	1	100	100	60	80	0	70	70	100	70	100	1	0
23	1	2	17	1	1	1	1	1	1	1	1	1	1	100	100	90	100	50	80	80	80	80	100	1	0
28	2	4	18	2	2	3	2	2	2	3	3	3	2	0	0	999	999	999	999	999	80	999	0	2	0
24	1	2	17	1	1	1	1	1	3	3	1	3	1	100	100	50	65	95	50	100	95	50	100	1	0
19	1	2	12	2	2	2	2	2	2	1	2	2	2	1	0	0	10	20	0	0	10	10	0	2	0
20	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	85	95	50	50	70	95	90	0	1	0
26	2	1	13	2	3	2	2	3	2	2	2	3	2	20	20	80	0	50	10	0	0	0	0	2	0
20	1	2	14	1	1	1	1	1	1	1	1	1	1	100	100	60	80	100	85	70	90	90	100	1	0
23	1	4	16	1	1	1	1	1	3	1	3	3	3	99	80	50	75	60	50	65	70	60	90	1	0
22	1	3	16	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	80	70	100	999	0	1	0
22	1	4	15	1	1	1	1	1	1	1	1	1	1	100	100	50	50	50	0	50	100	50	100	1	0
30	2	2	18	1	1	3	1	1	2	3	2	2	2	100	100	10	70	50	30	20	10	20	30	3	0
24	2	4	17	2	2	3	2	2	2	1	1	2	1	0	0	99	0	50	50	50	99	50	0	2	0
27	2	4	17	2	2	3	2	2	3	1	2	3	2	0	0	40	50	50	40	50	0	50	10	2	0
26	1	4	17.5	2	1	1	2	2	2	2	1	1	1	0	0	100	100	50	0	80	80	50	100	2	0
21	1	2	14	1	1	1	1	1	3	1	1	1	3	100	100	70	96	70	50	50	50	50	100	1	0
22	1	2	16	1	1	1	3	1	3	3	3	3	2	100	95	30	999	10	999	999	20	30	90	3	0
25	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	70	10	70	50	70	98	90	100	1	0
21	2	2	14	1	1	1	1	1	1	2	1	1	1	100	100	80	75	50	30	70	100	50	100	1	1
30	1	4	17	1	1	1	1	1	1	2	1	1	1	100	100	80	98	80	999	70	98	98	100	1	0
21	1	2	13	2	2	2	2	2	3	1	2	2	2	0	15	15	10	10	30	40	90	40	95	2	0
20	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	80	80	80	999	70	99	80	100	1	0
21	1	2	15	1	1	1	1	1	1	1	1	1	1	100	100	70	80	70	50	80	95	85	100	1	0
32	2	4	15	2	2	2	2	2	2	2	2	1	2	100	100	65	60	70	50	85	99	60	100	2	0
20	1	2	13	1	1	1	1	1	1	3	1	3	1	100	100	87	96	90	60	90	98	80	98	1	0
20	1	2	14	1	1	1	1	1	1	3	1	3	1	100	100	70	50	50	50	60	100	50	100	1	0
27	1	4	15	1	1	1	1	1	1	3	1	3	3	100	100	70	50	2	50	60	70	60	50	3	1
21	1	2	14	1	1	1	3	1	3	3	1	2	1	98	100	2	999	999	999	70	98	999	100	1	0
18	1	2	13	1	1	1	1	1	3	3	1	1	1	100	100	70	100	50	60	98	100	80	100	1	0
24	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	100	999	100	100	100	100	100	1	0
28	1	4	19	2	2	2	2	2	2	2	2	2	2	0	0	10	10	0	20	30	30	40	0	2	0
35	1	2	20	1	1	1	1	1	1	1	1	1	1	100	100	100	100	75	75	100	100	100	100	1	0
25	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	100	50	50	50	100	100	50	100	1	0
24	1	2	15	1	1	1	1	1	1	1	1	1	1	90	75	35	65	0	75	0	35	80	15	1	0
23	1	2	16	1	1	1	1	1	3	1	1	1	1	100	100	90	90	50	60	92	100	88	100	1	0
22	1	4	15	1	1	1	1	1	1	1	1	3	3	100	100	65	70	999	999	65	70	999	100	1	0
20	1	2	14	1	1	1	3	1	1	2	1	1	1	100	100	100	100	50	100	100	100	100	100	1	0
23	1	3	16	1	1	1	1	1	1	1	1	1	1	100	100	100	100	999	999	100	100	98	98	1	0
31	1	4	17	1	1	1	1	1	1	1	1	3	1	100	100	98	98	 	98	98	98	60	98	1	0
29	1	2	17	1	1	1	1	1	1	1	1	1	1	100	100	95	95	80	80	80	100	70	100	1	0
22	1	2	15	1	1	1	1	1	1	1	1	1	1	100	100	100	98	100	95	100	100	92	100	1	0
24	1	4	19	2	1	2	2	2	2	2	2	2	2	50	50	50	50	50	50	50	50	50	50	1	1
28	1	2	17	2	1	1	2	2	2	3	3	2	2	0	0	10	10	0	50	25	50	10	50	2	0
29	1	4	22	1	1	1	1	1	1	1	1	1	1	100	100	100	100	98	98	100	100	98	100	1	0
22	1	2	16	1	1	1	1	1	3	3	1	3	1	100	100	80	80	90	75	80	95	60	99	1	0
39	2	2	12	1	1	1	1	1	1	1	1	3	1	100	100	90	70	100	999	70	90	70	99	1	0
20	1	2	14	2	2	3	2	2	2	2	2	3	2	0	0	75	50	100	80	50	30	50	0	2	0
19	1	2	13	1	1	1	1	1	1	1	1	3	1	100	100	98	100	50	50	100	100	50	50	1	0
24	1	2	17	2	2	1	2	2	2	2	2	2	2	0	0	10	30	10	50	50	5	50	0	2	0
20	1	2	14	1	1	1	1	1	1	1	1	2	1	100	100	50	100	50	0	50	100	50	100	1	0
20	1	2	13.5	1	1	1	1	1	1	3	1	3	1	100	100	50	100	100	50	50	100	50	100	1	0
20	1	2	14	2	2	2	2	2	3	2	2	3	1	0	0	100	100	100	50	100	100	70	0	2	0
24	2	2	17	1	1	1	1	1	3	1	1	3	1	99	99	100	65	100	50	100	100	90	100	1	1
22	1	4	15	1	1	1	1	1	1	3	1	1	1	100	98	100	100	0	100	100	100	80	100	1	0
18	1	1	12	1	1	1	1	1	1	1	1	1	1	100	100	100	100	50	50	75	100	75	100	1	0
18	2	1	12	2	2	2	2	2	2	2	2	3	2	0	0	35	25	40	10	0	10	25	0	2	0
22	2	2	14	1	1	1	1	1	1	3	1	3	1	100	100	75	50	95	50	75	90	75	100	1	0
19	1	2	13	1	1	1	1	1	1	2	1	2	1	100	100	50	100	50	50	50	100	50	100	1	0
22	1	2	15	2	1	1	1	2	3	3	1	3	1	0	0	90	85	50	70	95	98	95	100	2	0
24	1	2	17	2	2	1	2	2	2	2	2	2	1	0	0	999	80	80	40	999	80	60	30	2	0
18	1	1	11	1	1	1	1	1	1	1	1	2	1	100	100	70	98	50	60	70	98	70	80	1	0
26	1	4	5	1	1	1	1	1	1	1	1	1	1	98	98	98	75	75	75	98	98	98	98	1	0
21	1	2	14	1	1	1	3	1	1	1	1	3	1	98	100	60	80	70	60	60	90	85	95	1	0
42	1	4	17	3	1	1	1	1	1	1	1	2	3	80	80	999	999	999	999	999	80	60	100	1	1
22	1	2	16	1	1	1	1	1	1	1	1	1	1	100	100	100	100	0	50	100	100	50	100	1	0
20	1	2	13	1	1	1	1	1	3	1	1	1	1	100	100	90	100	100	80	90	90	90	100	1	0
27	1	4	18	1	1	1	1	1	1	1	1	1	1	100	100	80	90	50	70	80	95	85	100	1	0
18	1	1	12	3	1	3	3	1	3	3	1	3	3	60	100	50	50	50	0	50	50	50	70	3	1
18	2	1	10	2	3	2	2	2	2	3	3	3	3	0	0	90	95	100	50	80	98	60	20	2	0
22	1	2	14	2	2	2	2	2	2	2	2	2	2	0	0	0	100	100	100	100	100	100	36	2	0
26	2	4	17	1	1	1	1	1	1	2	1	1	3	100	100	80	70	100	60	75	60	60	100	1	0
24	1	2	17	2	2	2	2	2	2	2	2	1	2	20	0	50	10	0	50	50	0	50	0	2	0
20	1	2	14	1	1	1	1	1	1	1	2	1	1	100	100	100	100	100	100	100	100	100	100	1	0
30	1	4	18	1	1	1	1	1	1	3	1	1	1	100	100	80	100	50	70	60	90	90	100	1	0
20	1	2	13	1	1	1	1	1	3	3	1	3	1	100	100	50	70	60	50	85	90	65	100	1	0
25	2	4	17	1	1	1	1	1	1	1	1	1	1	100	100	70	98	0	50	50	60	60	100	1	0
20	2	2	14	2	2	2	2	2	2	2	2	2	2	0	0	80	60	100	70	50	0	0	0	2	0
18	2	1	11	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	98	97	99	1	0
20	1	2	14	1	1	1	1	1	1	1	1	3	1	100	100	90	60	60	50	70	90	70	90	1	1
20	1	2	13	2	2	2	2	2	2	1	2	2	3	0	0	85	50	60	60	70	30	20	0	2	0
21	2	2	14	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
19	1	1	12	1	1	1	1	1	1	3	1	3	1	100	100	70	50	50	60	50	80	70	100	1	0
24	2	2	17	2	2	2	2	2	2	1	2	2	2	0	0	80	80	50	50	50	2	50	10	2	0
19	1	2	13	2	2	2	2	2	2	2	2	2	2	0	0	40	30	10	50	50	10	30	20	2	0
22	1	2	17	1	1	1	1	1	3	2	1	2	1	98	100	50	70	50	50	80	80	80	100	1	1
56	1	4	21	1	1	1	1	1	1	1	1	3	1	100	100	95	99	100	50	95	100	98	100	1	0
27	1	2	17	2	3	1	3	2	3	3	1	3	3	0	0	50	60	50	50	10	50	50	50	2	0
29	1	4	18	2	2	3	2	2	2	2	2	2	2	0	0	1	2	0	2	1	0	1	0	2	0
22	1	2	15	1	1	1	1	1	1	1	1	3	1	100	100	70	100	999	999	70	98	80	100	1	0
18	1	1	11	1	1	1	1	1	1	3	1	3	1	100	100	100	100	70	65	80	90	86	100	1	0
29	1	4	19	1	1	1	1	1	1	2	1	1	1	100	100	100	80	10	90	90	95	80	100	1	0
20	1	2	13	1	1	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	1	0
20	1	2	13	1	1	1	3	1	3	3	1	1	3	100	100	999	999	 	 	70	70	999	 	1	0
30	2	4	19	1	1	1	1	1	3	1	1	3	1	100	100	100	70	100	60	60	80	80	100	1	0
22	1	2	15	1	1	1	1	1	1	2	1	1	1	100	100	99	99	99	95	95	99	98	100	1	0
26	1	4	17	1	1	1	1	1	1	2	1	1	1	100	100	90	100	100	75	90	90	80	100	1	0
28	1	4	17	1	1	1	1	1	1	1	1	1	1	100	100	99	99	95	80	80	95	95	100	1	0
25	2	4	18	1	1	1	1	1	1	3	1	1	1	100	100	80	100	70	60	999	90	90	100	1	0
24	1	2	16	1	1	1	1	1	1	3	1	1	1	100	100	98	98	100	50	80	90	90	100	1	0
20	1	2	12	1	1	1	1	1	1	2	1	2	1	100	100	90	100	80	100	70	90	70	100	1	0
38	1	4	18	1	1	1	3	3	3	1	3	3	1	50	0	50	50	50	50	50	50	50	0	3	0
20	1	2	14	2	2	2	2	2	2	2	2	1	2	0	0	60	40	10	10	50	12	50	0	2	0
21	2	2	14	2	2	2	2	2	2	2	2	2	2	0	0	30	0	30	0	0	0	30	0	2	0
21	2	2	14	2	2	2	3	2	3	3	2	3	2	1	1	40	999	999	999	40	30	999	10	2	0
25	2	4	16	2	2	2	2	2	2	2	2	2	2	0	0	20	0	50	98	50	0	50	20	2	0
22	1	2	15	1	1	1	1	1	1	1	1	3	1	100	100	50	100	100	50	50	100	100	100	1	0
23	1	2	16	2	2	1	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
26	2	4	19	2	2	2	2	2	2	2	2	3	1	0	0	100	100	95	90	90	100	999	0	2	0
30	1	4	21	1	1	1	1	1	1	2	1	1	1	100	100	90	100	90	80	80	98	90	100	1	0
20	1	2	13	1	1	1	1	1	1	2	1	1	1	98	100	80	90	80	70	80	85	60	100	1	0
22	1	2	15	2	1	1	3	2	3	1	2	2	2	0	0	30	10	999	999	20	10	999	 	2	0
24	2	4	17	1	1	1	3	1	1	1	1	1	1	100	100	50	75	75	50	75	100	75	100	1	0
20	1	2	13	1	1	1	3	3	3	1	1	3	1	100	85	95	95	85	50	75	80	75	100	3	0
25	1	4	18	1	1	1	1	1	3	3	3	3	1	100	100	999	999	999	999	75	80	75	95	1	0
19	1	2	13	1	1	1	1	1	1	1	1	1	1	100	90	50	100	50	98	50	80	60	90	1	0
20	1	2	13	2	2	1	2	2	2	2	2	2	2	0	0	0	0	50	50	0	0	50	0	2	0
23	1	2	17	1	1	1	1	1	1	1	1	1	1	100	100	80	90	50	50	80	90	80	100	1	0
20	1	2	14	1	1	1	1	3	3	3	3	3	1	100	50	98	50	100	50	50	100	50	100	1	0
19	1	2	12	1	1	1	1	1	3	1	1	1	1	98	98	50	50	50	50	50	98	70	98	1	0
23	1	4	16	1	1	1	1	1	1	1	1	1	1	100	100	90	100	70	50	95	90	90	100	1	0
30	2	4	19	2	2	1	2	2	2	3	2	3	2	1	0	50	50	75	50	75	15	30	10	2	0
20	1	2	14	1	1	1	1	1	1	3	1	3	3	100	100	85	60	30	50	50	60	50	100	1	0
22	2	2	15	2	1	2	2	2	3	1	3	1	2	0	0	50	100	15	0	40	40	50	50	2	0
57	1	4	17	1	1	1	1	1	1	2	1	1	1	100	100	100	100	999	999	999	100	70	100	1	0
24	1	4	17	1	1	1	1	1	1	2	1	3	1	98	98	80	98	60	60	98	68	68	98	1	1
31	2	4	18	1	1	1	1	1	1	1	1	1	1	100	100	90	100	70	99	100	100	70	100	1	0
19	1	2	12	1	1	1	1	1	1	3	1	3	1	100	100	90	90	90	60	90	100	100	100	1	0
39	1	4	21	2	2	1	2	2	2	2	2	2	3	0	0	5	5	0	0	50	50	50	0	2	0
19	2	2	13	1	1	1	1	1	3	1	1	3	1	100	100	80	50	50	50	70	100	50	90	1	0
20	1	2	14	1	1	1	1	1	1	2	1	1	1	100	100	90	100	90	90	90	100	90	100	1	0
27	2	4	17	1	1	3	3	1	2	2	1	1	1	100	50	35	50	50	50	50	100	50	100	3	0
20	1	2	13	1	1	1	1	1	1	1	1	3	1	100	100	98	70	100	60	90	100	70	100	1	0
25	2	2	17	2	2	2	2	2	2	2	2	2	2	0	0	30	20	5	10	10	5	20	0	2	0
22	1	2	15	2	2	2	3	2	3	3	3	3	1	10	0	50	50	80	50	80	90	50	0	2	0
