Q241,DOB,Sex,HE,Nation,Relig,M_Relig,F_Relig,Q36,S_G1_A_1,S_G1_R_1,S_G1_I_1,S_G2_A_1,S_G2_R_1,S_G2_I_1,S_G3_A_1,S_G3_R_1,S_G3_I_1,S_G4_A_1,S_G4_R_1,S_G4_I_1,S_G5_A_1,S_G5_R_1,S_G5_I_1,S_S1_A_1,S_S1_R_1,S_S1_I_1,S_S2_A_1,S_S2_R_1,S_S2_I_1,S_S3_A_1,S_S3_R_1,S_S3_I_1,S_S4_A_1,S_S4_R_1,S_S4_I_1,S_S5_A_1,S_S5_R_1,S_S5_I_1,R_G1_A_1,R_G1_R_1,R_G1_I_1,R_G2_A_1,R_G2_R_1,R_G2_I_1,R_G3_A_1,R_G3_R_1,R_G3_I_1,R_G4_A_1,R_G4_R_1,R_G4_I_1,R_G5_A_1,R_G5_R_1,R_G5_I_1,R_S1_A_1,R_S1_R_1,R_S1_I_1,R_S2_A_1,R_S2_R_1,R_S2_I_1,R_S3_A_1,R_S3_R_1,R_S3_I_1,R_S4_A_1,R_S4_R_1,R_S4_I_1,R_S5_A_1,R_S5_R_1,R_S5_I_1,P_G1_A_1,P_G1_R_1,P_G1_I_1,P_G2_A_1,P_G2_R_1,P_G2_I_1,P_G3_A_1,P_G3_R_1,P_G3_I_1,P_G4_A_1,P_G4_R_1,P_G4_I_1,P_G5_A_1,P_G5_R_1,P_G5_I_1,P_S1_A_1,P_S1_R_1,P_S1_I_1,P_S2_A_1,P_S2_R_1,P_S2_I_1,P_S3_A_1,P_S3_R_1,P_S3_I_1,P_S4_A_1,P_S4_R_1,P_S4_I_1,P_S5_A_1,P_S5_R_1,P_S5_I_1,Pol_S1_A_1,Pol_S1_R_1,Pol_S1_I_1,Pol_S2_A_1,Pol_S2_R_1,Pol_S2_I_1,Pol_S3_A_1,Pol_S3_R_1,Pol_S3_I_1,Pol_S4_A_1,Pol_S4_R_1,Pol_S4_I_1,Pol_S5_A_1,Pol_S5_R_1,Pol_S5_I_1,Pol_G1_A_1,Pol_G1_R_1,Pol_G1_I_1,Pol_G2_A_1,Pol_G2_R_1,Pol_G2_I_1,Pol_G3_A_1,Pol_G3_R_1,Pol_G3_I_1,Pol_G4_A_1,Pol_G4_R_1,Pol_G4_I_1,Pol_G5_A_1,Pol_G5_R_1,Pol_G5_I_1,M_G1_A_1,M_G1_R_1,M_G1_I_1,M_G2_A_1,M_G2_R_1,M_G2_I_1,M_G3_A_1,M_G3_R_1,M_G3_I_1,M_G4_A_1,M_G4_R_1,M_G4_I_1,M_G5_r_A_1,M_G5_r_R_1,M_G5_r_I_1,M_S1_A_1,M_S1_R_1,M_S1_I_1,M_S2_r_A_1,M_S2_r_R_1,M_S2_r_I_1,M_S3_A_1,M_S3_R_1,M_S3_I_1,M_S4_r_A_1,M_S4_r_R_1,M_S4_r_I_1,M_S5_A_1,M_S5_R_1,M_S5_I_1,C_1_A_1,C_1_R_1,C_1_I_1,C_2_A_1,C_2_R_1,C_2_I_1,C_3_A_1,C_3_R_1,C_3_I_1,C_4_A_1,C_4_R_1,C_4_I_1,C_5_A_1,C_5_R_1,C_5_I_1
5af51abf222e4d000187832e,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",Asian/ Asian British: Indian,Islamic,Islamic,Islamic,Labour,10,4,6,0,7,6,3,7,3,0,10,9,6,7,6,10,10,10,10,10,10,10,8,7,3,7,4,0,10,0,10,10,10,10,0,0,10,10,10,0,0,0,2,10,10,10,10,10,5,0,0,2,8,8,10,10,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,10,9,0,0,9,10,0,8,7,8,6,10,8,6,3,9,8,3,7,6,4,6,7,7,8,6,0,7,8,0,8,3,0,0,0,8,0,0,10,4,10,0,6,4,0,6,4,0,0,7,10,8,7,0,10,9,10,3,0,10,4,8,10,0,10,0,10,0,10,10,0
5a3ad6ba2f3c2500018bc4e4,26-30,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Conservative,4,4,5,7,7,5,9,7,6,6,6,3,9,7,6,10,8,5,8,7,8,9,6,2,6,7,7,8,6,4,4,4,5,0,3,1,3,5,4,9,3,2,6,6,5,1,1,1,0,3,0,3,7,3,0,6,1,6,5,4,5,6,4,5,6,6,1,2,3,3,1,3,2,2,6,3,1,3,5,3,2,4,5,6,3,0,1,5,3,2,10,9,7,6,7,6,10,10,8,10,10,9,4,5,3,8,7,6,8,8,6,4,7,6,5,6,5,5,6,4,0,9,6,0,9,6,2,6,5,5,3,3,10,9,8,3,6,2,4,1,1,0,8,6,6,6,3,4,6,5,10,9,5,10,10,6,10,10,7,10,5,4,10,8,5
5aeae8a0a110a00001f7ee3b,26-30,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Atheist,Labour,4,4,9,7,8,7,6,8,7,5,7,8,9,9,9,10,0,2,10,2,2,10,6,6,1,2,2,10,9,9,1,8,2,0,6,2,1,2,7,10,2,7,0,3,2,0,1,1,0,7,4,0,8,9,0,8,9,0,9,8,0,2,0,0,8,3,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,8,10,8,10,10,10,10,10,8,7,0,8,9,7,7,7,7,6,8,5,8,8,9,7,9,7,6,9,0,2,7,0,6,8,3,7,6,2,3,2,10,6,6,1,2,1,9,3,2,0,3,8,7,6,8,7,6,3,10,1,1,10,2,0,10,2,2,9,7,8,10,2,1
5aa7ba1e6475f90001a06d39,18-25,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,4,4,7,8,7,7,10,7,7,8,6,6,10,8,8,10,0,4,10,8,7,9,7,7,0,5,8,9,8,8,0,0,0,0,0,0,0,0,0,10,9,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,10,8,8,10,2,8,10,10,8,0,4,6,9,7,6,7,6,6,6,5,5,10,8,7,0,3,7,0,3,3,0,2,5,0,7,7,0,7,7,10,9,9,4,3,3,8,4,3,0,7,6,4,6,4,0,4,4,10,7,7,10,10,7,10,3,3,10,7,7,10,5,5
5a8aaec48fe2dc00010625fe,41-45,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Labour,7,8,6,8,6,9,3,6,4,7,8,6,8,6,6,10,10,10,7,7,6,9,6,5,0,6,6,9,9,8,6,6,3,0,9,8,0,9,7,9,9,9,0,7,6,0,8,8,0,4,4,4,6,6,0,10,9,0,7,8,0,10,8,8,9,7,0,5,6,2,8,7,0,8,9,0,8,7,0,8,6,0,8,8,0,0,0,0,10,9,10,9,9,9,9,8,10,10,10,10,10,9,3,6,6,9,9,9,9,9,9,6,5,5,0,6,6,9,8,8,0,7,6,0,9,8,2,7,6,9,8,7,9,8,8,0,8,7,9,9,8,0,9,6,3,6,5,10,10,9,10,10,10,10,10,10,10,10,10,9,6,1,10,10,9
5aeb7c48ff7daa00015851b8,26-30,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,I don't have any political affiliation,0,7,9,9,9,7,10,5,4,10,8,9,10,10,10,10,7,7,10,10,10,10,10,6,0,0,2,10,7,6,0,0,0,0,3,3,0,0,0,10,7,7,0,0,0,0,0,0,0,0,7,0,6,7,0,10,10,10,10,10,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,3,3,10,10,3,10,6,8,10,8,0,10,8,2,0,8,8,7,7,7,10,6,8,6,6,2,4,8,10,7,7,10,0,7,7,0,3,3,0,2,2,9,10,7,10,10,10,10,6,6,10,10,10,0,10,10,10,8,7,8,4,4,10,7,7,10,0,8,10,10,6,10,0,7,10,0,0
5a06b83c517dfb00013db620,36-40,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,I don't have any political affiliation,7,7,8,7,5,5,3,2,5,6,6,4,8,6,7,10,5,5,5,1,1,8,5,6,0,2,6,8,5,7,1,5,5,0,2,2,0,10,5,10,1,5,0,4,2,0,1,1,0,1,1,0,7,4,0,3,4,7,1,5,0,5,1,0,2,1,0,1,1,0,2,2,0,1,1,0,2,2,0,1,0,0,1,1,1,1,1,0,1,1,10,3,5,10,7,6,10,0,1,10,7,7,2,0,2,10,9,6,10,5,5,5,6,6,6,5,5,3,7,6,0,0,1,0,1,1,0,8,6,5,2,2,10,2,2,4,5,5,8,2,0,0,1,5,10,5,1,3,1,1,10,7,7,10,5,2,10,5,5,10,5,7,10,5,1
5ab8099c5cd105000161a2ed,31-35,Female,High School Diploma/A levels/BTEC/ IB or equivalent,Black/ African/ Caribbean/ Black British: Caribbean,Christian,Christian,Christian,Labour,6,3,3,2,1,3,6,3,4,7,4,3,2,1,3,7,3,3,8,7,8,7,3,4,8,7,8,2,1,2,3,4,4,8,8,7,3,7,7,3,8,7,7,7,8,9,9,8,7,7,7,8,8,8,6,7,8,7,7,8,8,4,7,2,2,2,7,2,3,6,3,3,8,6,6,9,8,8,9,2,3,8,8,8,4,0,2,2,2,1,10,8,8,3,8,9,3,2,3,8,9,8,8,2,3,3,8,7,1,2,2,7,7,7,8,7,6,3,8,7,2,8,8,3,7,8,3,8,7,8,8,8,10,7,7,0,9,9,10,3,6,0,8,8,3,3,2,3,2,3,7,3,4,10,10,10,9,8,7,4,3,4,8,3,3
59954659c825cf0001d7dd6b,26-30,Female,"Doctorate (e.g. PhD, MD)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Labour,7,8,8,8,9,8,8,10,9,7,8,8,10,9,8,9,7,7,10,10,7,10,10,10,0,7,7,10,10,10,0,7,8,0,7,9,0,10,10,10,8,8,0,8,6,5,4,6,0,7,9,0,9,10,0,9,9,1,7,10,0,9,9,0,7,6,0,6,9,0,9,8,1,7,9,0,9,8,0,7,7,0,5,5,0,2,1,0,9,8,10,7,8,10,10,9,10,6,7,10,10,9,1,6,7,9,9,10,9,8,7,6,7,8,7,8,7,1,7,7,0,7,7,0,7,7,0,7,8,9,8,9,10,8,8,0,9,10,10,8,7,0,10,9,9,6,6,2,8,6,10,8,10,10,7,6,10,7,8,10,6,5,10,5,5
5aea79f2ca37d3000138e845,18-25,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Agnostic,Atheist,Labour,9,7,7,5,5,5,10,8,2,4,5,7,8,8,10,10,10,8,10,10,5,7,8,6,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,10,4,6,10,10,10,10,7,5,7,5,5,3,0,5,10,9,8,8,8,6,6,6,5,6,6,7,4,1,5,0,0,0,0,8,8,0,0,0,10,10,10,10,10,8,0,0,0,8,5,6,0,10,10,9,10,8,2,0,0,10,10,10,10,0,1,10,10,10,10,10,10,10,0,0
5a7841b2eea3d300016deafc,46-50,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Spiritualist,Atheist,Christian,Green,8,8,7,2,8,6,8,8,7,6,7,9,8,8,8,7,4,7,7,7,6,8,9,8,6,10,9,9,4,7,10,10,10,1,6,7,10,8,6,8,8,4,4,7,3,3,6,2,0,3,3,0,10,4,1,2,2,1,6,7,9,9,9,7,7,7,8,8,9,7,7,6,7,7,8,6,9,8,0,9,6,6,6,6,9,9,10,9,10,10,10,1,8,10,10,9,10,1,7,10,10,6,0,1,4,9,9,9,8,8,6,5,5,6,1,3,1,10,8,6,0,9,2,0,3,3,3,7,3,1,7,7,10,6,7,0,1,1,4,4,3,1,3,3,9,2,1,7,7,7,10,10,6,10,2,7,10,1,2,10,7,8,10,10,9
598acb025ea0bf0001149a0b,51-55,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Pagan,Buddhist,Agnostic,Green,5,6,8,7,7,7,6,7,7,7,8,6,9,8,8,8,8,8,4,6,6,10,10,10,1,1,2,10,9,9,2,6,6,1,1,1,1,1,1,8,8,9,1,1,1,1,1,0,1,1,2,0,0,0,0,2,2,6,6,6,0,2,1,1,2,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,4,4,4,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,6,7,7,9,9,9,10,10,10,8,7,7,1,1,0,0,0,0,0,0,0,3,4,6,7,7,7,10,10,10,6,7,6,9,8,7,3,3,4,2,3,2,7,7,6,10,10,10,10,10,10,10,8,8,10,9,9,10,10,10
59e656f262637600014a7be9,31-35,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,5,3,5,8,7,6,9,8,8,7,4,1,10,9,9,6,6,6,3,4,3,9,8,7,7,7,5,6,6,3,8,8,7,2,2,3,6,7,4,10,8,5,2,2,1,10,10,9,8,7,6,4,5,2,8,8,7,6,6,6,7,7,6,7,4,6,5,5,3,7,3,4,5,6,5,7,7,6,5,5,5,8,7,7,4,4,3,6,5,3,10,7,7,10,8,6,10,3,6,10,10,10,10,8,7,9,4,3,7,7,4,8,7,5,1,6,7,10,8,9,0,3,8,0,8,9,2,4,3,4,4,4,10,7,6,2,9,5,6,1,1,0,7,10,8,7,7,4,4,4,8,7,7,10,9,6,10,10,10,10,9,6,5,5,5
5987030cfd8cca00015cbc26,51-55,Female,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,10,8,9,4,6,6,8,3,6,6,8,9,9,10,10,2,10,10,8,3,7,9,9,9,9,9,9,0,8,10,4,8,10,0,10,10,3,10,10,7,8,9,8,7,9,3,1,4,2,1,1,3,6,6,6,4,4,3,1,0,1,9,10,7,9,10,6,6,9,8,9,9,7,8,8,9,10,10,0,0,0,8,8,9,8,7,7,7,9,10,4,8,9,10,10,10,8,1,1,9,9,10,10,10,10,9,9,9,6,7,7,3,6,5,0,10,10,1,9,9,0,10,10,0,8,10,1,10,10,9,9,9,10,10,10,1,2,2,1,6,6,0,10,0,6,7,7,1,9,9,10,10,9,10,4,3,10,10,10,10,10,10,7,2,2
5aeca55023e2ca0001975dd5,26-30,Male,"Masters Degree (e.g. MA, MSc, MSci)",Asian/ Asian British: Pakistani,Islamic,Islamic,Islamic,Labour,10,9,9,0,1,1,7,7,7,2,2,0,7,7,6,9,9,3,5,5,5,6,6,4,7,7,7,2,2,1,3,3,3,10,9,10,1,1,1,0,0,0,10,10,10,10,10,10,0,0,0,9,9,8,8,8,7,10,10,10,0,0,0,1,1,1,1,1,1,8,9,8,7,3,7,1,0,0,0,0,0,1,1,1,5,5,5,5,5,5,6,1,6,9,9,9,5,5,5,10,5,10,10,2,9,9,8,8,10,10,10,6,6,6,3,6,3,9,9,9,0,0,0,0,0,0,8,7,7,7,7,8,10,8,8,0,8,8,10,10,10,0,0,0,10,9,9,0,0,0,9,9,9,10,9,7,8,3,6,10,7,7,10,8,7
59d65ad8e2762800015eb51b,18-25,Female,"Masters Degree (e.g. MA, MSc, MSci)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,1,9,9,7,7,7,6,6,6,9,9,9,8,8,8,10,6,6,4,4,7,9,9,9,6,6,6,9,9,9,6,6,6,6,4,4,6,6,6,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,2,2,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,6,6,6,4,4,4,6,3,3,10,6,6,9,0,0,10,9,9,9,1,1,9,9,9,10,6,6,4,4,4,1,6,6,7,7,7,0,6,6,0,1,3,0,4,4,4,4,4,10,6,6,1,0,0,10,4,4,2,2,2,4,2,2,1,1,1,10,6,6,10,4,4,10,2,6,9,6,6,10,3,3
5aebc83a7ed54600015739a1,18-25,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Conservative,8,5,7,3,1,3,6,3,7,5,4,3,7,7,7,9,7,6,9,6,6,9,6,7,1,1,0,5,5,6,0,0,0,0,0,0,1,1,3,6,2,1,3,1,1,1,4,0,0,0,0,0,2,0,0,1,1,2,0,2,0,0,0,2,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,6,2,7,6,5,9,1,1,9,9,7,2,2,6,6,5,4,6,4,3,2,3,3,5,6,6,4,6,3,0,5,4,0,1,3,2,1,1,5,4,3,8,4,2,5,4,1,7,6,2,1,1,1,5,3,0,2,6,6,7,2,2,10,2,1,10,6,6,5,1,0,10,0,0
5a0c6c2c8671dc00018fac31,31-35,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,10,10,10,8,10,10,3,6,6,10,10,10,10,10,10,10,10,10,5,2,6,8,10,10,6,7,6,10,10,10,1,1,1,0,0,0,3,0,0,10,10,10,0,0,0,3,0,0,0,0,0,1,10,10,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,4,10,10,10,10,2,10,10,7,9,9,10,10,10,4,10,10,6,6,7,1,10,10,0,0,0,0,10,10,0,10,10,0,10,10,10,10,10,0,6,6,8,7,6,0,10,10,7,7,4,3,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
5aed87e375deca0001627011,31-35,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Christian,Christian,Labour,10,6,6,4,2,2,3,3,2,6,4,4,10,6,6,10,2,2,9,8,8,10,6,7,0,0,0,10,6,6,2,2,3,1,1,1,2,1,3,6,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,4,8,2,2,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,4,4,10,7,6,10,3,5,10,4,4,1,1,1,10,7,7,8,6,6,4,6,6,8,6,6,2,6,6,0,5,3,0,3,3,1,2,2,6,4,4,10,6,1,1,2,2,3,3,2,0,0,0,2,0,0,2,1,1,10,0,0,10,0,1,10,4,4,9,5,5,10,0,0
5aeb1b4a6056ef0001778bdf,18-25,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Atheist,Labour,9,3,7,4,6,8,10,10,7,6,7,7,7,7,7,10,9,8,3,4,4,8,8,7,2,7,4,10,10,9,1,7,4,0,10,3,5,6,5,10,10,10,0,0,0,0,1,0,0,0,0,0,10,1,0,2,2,6,3,5,0,0,7,0,7,2,0,0,0,0,6,0,0,0,6,0,0,0,0,8,1,0,0,0,6,7,6,0,0,0,7,7,8,10,10,10,10,10,5,10,8,8,0,10,2,7,7,8,8,8,8,4,5,4,5,5,6,8,8,7,1,10,5,0,9,6,2,5,4,2,7,6,10,10,8,7,8,6,2,6,0,0,6,6,7,8,0,7,8,6,10,10,10,10,10,10,10,0,10,7,7,9,10,10,10
5af562a9a37f3900012782c0,18-25,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Atheist,Christian,Labour,8,8,10,2,7,8,5,6,8,1,6,2,9,8,10,10,7,7,10,8,9,10,8,9,6,3,3,4,6,9,4,4,8,2,2,2,2,7,6,9,7,3,6,6,2,1,1,1,1,1,0,0,8,8,2,2,7,9,7,9,1,2,1,1,1,1,0,2,2,3,4,3,7,8,8,0,1,1,2,2,2,0,1,1,1,1,2,6,3,6,9,3,9,3,8,8,9,4,8,10,8,9,8,7,8,8,9,8,8,8,8,5,8,8,2,8,8,9,9,9,0,7,7,0,8,8,5,8,8,9,7,10,9,4,8,7,2,2,9,9,9,1,8,8,9,10,9,7,4,3,10,9,10,10,3,2,10,8,10,10,8,9,10,2,0
58108388f9aa4300017b8df3,46-50,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,I don't have any political affiliation,3,6,6,4,3,4,10,6,6,0,4,2,9,7,6,10,6,2,7,6,4,8,7,6,0,0,0,9,6,4,0,0,0,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,3,6,2,7,5,3,10,6,6,3,6,3,6,3,2,7,6,3,4,4,1,4,6,3,6,6,4,0,6,3,0,5,2,1,6,2,7,6,2,10,7,6,6,6,3,3,0,0,0,6,2,3,4,3,2,4,2,10,6,6,10,6,1,10,6,3,9,6,6,10,7,2
5aec14bc4a52e5000167c671,41-45,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Agnostic,Agnostic,Conservative,10,8,9,6,7,7,7,6,6,8,7,7,7,9,8,9,6,7,7,6,6,9,8,9,3,4,6,9,8,10,7,6,7,4,6,6,7,7,8,6,7,9,7,8,6,3,4,6,4,6,8,3,4,7,3,6,4,7,6,8,6,6,7,4,4,7,5,5,7,6,5,7,6,6,8,6,5,6,1,2,6,6,6,7,4,6,6,6,6,7,6,5,5,7,6,6,10,5,7,10,7,9,6,6,7,8,8,9,9,9,9,4,6,7,6,6,6,6,7,7,0,7,5,0,6,6,0,7,5,3,5,6,10,4,5,2,6,6,10,7,6,0,7,6,3,4,5,2,4,4,10,10,7,10,6,6,10,6,6,10,8,6,10,6,5
597b11cb30f3ea000122f734,36-40,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: Other - please state,Christian,Christian,Atheist,I don't have any political affiliation,8,7,10,2,1,2,5,6,7,6,6,6,8,7,10,10,10,10,6,3,8,10,10,10,5,6,10,0,8,9,10,10,10,3,1,6,8,7,9,4,6,3,0,2,3,2,1,0,6,3,6,3,0,0,6,6,6,9,3,7,8,7,10,6,8,8,3,0,10,7,7,8,10,7,7,8,10,10,7,7,8,0,0,10,4,0,7,4,0,0,3,9,9,10,10,10,10,0,1,10,10,10,7,2,7,7,7,10,6,7,1,6,7,6,4,8,7,8,10,8,0,0,0,0,0,0,0,0,7,1,1,2,4,0,0,0,0,8,8,4,3,0,0,0,10,7,4,6,2,0,10,7,10,10,4,1,10,3,7,6,7,9,10,1,5
5a5e18a7f6c5170001952e98,26-30,Female,"Masters Degree (e.g. MA, MSc, MSci)",Asian/ Asian British: Indian,Hindu,Hindu,Hindu,Conservative,7,6,6,4,3,3,6,5,5,4,3,3,8,7,7,7,0,1,7,7,6,6,5,5,4,4,4,6,5,6,6,6,6,7,7,7,4,5,6,1,3,3,7,7,7,6,6,6,5,5,5,5,5,5,3,4,3,8,8,7,5,5,5,6,5,5,7,7,7,3,3,3,5,5,5,2,2,3,3,0,0,2,2,0,4,4,4,7,4,4,6,5,5,4,7,7,8,1,1,10,10,9,5,1,2,8,7,7,6,5,5,3,6,6,2,8,7,9,8,7,0,0,3,0,0,2,1,6,7,5,5,5,10,6,6,3,2,6,10,2,2,0,3,6,6,5,5,1,1,3,8,5,5,10,9,8,10,1,5,7,6,5,7,5,5
5ae4ea1202d85e00017da1be,36-40,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,7,8,6,8,6,2,7,3,4,6,4,7,3,6,3,8,7,8,2,1,0,8,7,8,7,4,6,7,3,6,4,7,6,7,4,8,7,8,7,9,8,6,7,6,3,4,2,3,0,1,2,8,3,6,4,3,2,7,3,4,3,4,6,7,3,4,3,5,5,8,7,6,7,6,3,7,7,6,7,3,6,2,8,6,8,3,4,8,7,5,7,6,3,3,4,5,2,3,4,7,3,4,3,4,10,7,6,4,7,7,6,2,3,2,4,4,3,6,3,4,7,3,6,7,4,8,1,2,4,7,4,3,7,6,4,7,6,3,7,3,4,1,4,6,2,4,2,7,6,4,6,6,4,7,7,6,6,3,6,8,4,6,7,3,4
,31-35,Female,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,2,3,6,6,5,5,8,7,6,5,4,5,9,9,8,7,9,7,9,8,6,8,7,8,2,2,4,9,3,4,8,9,10,1,1,4,8,8,10,5,5,5,7,6,6,2,2,2,0,0,8,0,0,0,0,0,0,0,0,0,7,7,10,0,0,3,0,0,0,1,1,1,8,7,5,8,7,9,0,0,0,4,3,6,5,5,5,3,3,0,0,0,0,10,10,10,9,0,10,9,10,9,8,8,9,6,7,5,5,6,5,5,5,5,3,3,4,9,9,10,0,0,0,1,1,0,0,0,0,4,4,8,10,0,7,0,0,0,10,1,5,0,0,0,10,10,10,7,3,2,9,9,8,10,9,6,10,10,10,2,4,6,3,4,0
,56-60,Female,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Buddhist,Christian,Christian,I don't have any political affiliation,10,10,10,6,9,9,3,8,8,1,8,6,9,9,9,10,0,5,4,1,4,8,8,7,4,8,8,6,6,6,6,4,4,3,6,6,7,7,6,4,7,7,2,0,1,2,8,8,6,7,7,0,8,4,4,6,4,8,7,8,3,3,3,1,2,4,0,1,1,1,6,6,1,1,1,1,1,1,0,0,0,0,0,0,4,1,1,2,1,2,9,9,7,9,9,10,10,2,3,10,10,9,3,0,6,10,9,9,9,9,8,4,8,8,7,7,7,3,0,0,0,10,8,0,10,10,0,10,10,0,6,2,10,10,9,2,7,6,10,10,2,0,8,6,8,8,8,0,6,6,0,6,3,10,9,7,10,6,6,7,7,7,10,4,4
59807209f379630001ecd104,31-35,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Labour,8,2,2,5,0,0,6,1,0,6,4,4,7,7,7,10,5,5,7,6,6,7,1,1,4,0,3,7,5,5,4,3,3,0,0,0,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,2,7,6,6,4,0,0,0,0,0,0,0,0,8,2,4,7,6,6,0,0,0,2,0,0,4,4,4,9,5,6,10,6,7,9,0,3,10,7,8,6,0,0,10,6,6,5,0,5,1,1,1,0,0,0,8,7,6,0,0,0,0,0,0,0,0,0,5,5,3,10,5,2,0,0,0,8,0,0,0,0,5,10,5,5,1,2,0,10,0,2,10,0,4,10,5,5,9,5,5,8,0,2
