Q241,DOB,Sex,HE,Nation,Relig,M_Relig,F_Relig,Q36,S_G1_A_1,S_G1_R_1,S_G1_I_1,S_G2_A_1,S_G2_R_1,S_G2_I_1,S_G3_A_1,S_G3_R_1,S_G3_I_1,S_G4_A_1,S_G4_R_1,S_G4_I_1,S_G5_A_1,S_G5_R_1,S_G5_I_1,S_S1_A_1,S_S1_R_1,S_S1_I_1,S_S2_A_1,S_S2_R_1,S_S2_I_1,S_S3_A_1,S_S3_R_1,S_S3_I_1,S_S4_A_1,S_S4_R_1,S_S4_I_1,S_S5_A_1,S_S5_R_1,S_S5_I_1,R_G1_A_1,R_G1_R_1,R_G1_I_1,R_G2_A_1,R_G2_R_1,R_G2_I_1,R_G3_A_1,R_G3_R_1,R_G3_I_1,R_G4_A_1,R_G4_R_1,R_G4_I_1,R_G5_A_1,R_G5_R_1,R_G5_I_1,R_S1_A_1,R_S1_R_1,R_S1_I_1,R_S2_A_1,R_S2_R_1,R_S2_I_1,R_S3_A_1,R_S3_R_1,R_S3_I_1,R_S4_A_1,R_S4_R_1,R_S4_I_1,R_S5_A_1,R_S5_R_1,R_S5_I_1,P_G1_A_1,P_G1_R_1,P_G1_I_1,P_G2_A_1,P_G2_R_1,P_G2_I_1,P_G3_A_1,P_G3_R_1,P_G3_I_1,P_G4_A_1,P_G4_R_1,P_G4_I_1,P_G5_A_1,P_G5_R_1,P_G5_I_1,P_S1_A_1,P_S1_R_1,P_S1_I_1,P_S2_A_1,P_S2_R_1,P_S2_I_1,P_S3_A_1,P_S3_R_1,P_S3_I_1,P_S4_A_1,P_S4_R_1,P_S4_I_1,P_S5_A_1,P_S5_R_1,P_S5_I_1,Pol_S1_A_1,Pol_S1_R_1,Pol_S1_I_1,Pol_S2_A_1,Pol_S2_R_1,Pol_S2_I_1,Pol_S3_A_1,Pol_S3_R_1,Pol_S3_I_1,Pol_S4_A_1,Pol_S4_R_1,Pol_S4_I_1,Pol_S5_A_1,Pol_S5_R_1,Pol_S5_I_1,Pol_G1_A_1,Pol_G1_R_1,Pol_G1_I_1,Pol_G2_A_1,Pol_G2_R_1,Pol_G2_I_1,Pol_G3_A_1,Pol_G3_R_1,Pol_G3_I_1,Pol_G4_A_1,Pol_G4_R_1,Pol_G4_I_1,Pol_G5_A_1,Pol_G5_R_1,Pol_G5_I_1,M_G1_A_1,M_G1_R_1,M_G1_I_1,M_G2_A_1,M_G2_R_1,M_G2_I_1,M_G3_A_1,M_G3_R_1,M_G3_I_1,M_G4_A_1,M_G4_R_1,M_G4_I_1,M_G5_r_A_1,M_G5_r_R_1,M_G5_r_I_1,M_S1_A_1,M_S1_R_1,M_S1_I_1,M_S2_r_A_1,M_S2_r_R_1,M_S2_r_I_1,M_S3_A_1,M_S3_R_1,M_S3_I_1,M_S4_r_A_1,M_S4_r_R_1,M_S4_r_I_1,M_S5_A_1,M_S5_R_1,M_S5_I_1,C_1_A_1,C_1_R_1,C_1_I_1,C_2_A_1,C_2_R_1,C_2_I_1,C_3_A_1,C_3_R_1,C_3_I_1,C_4_A_1,C_4_R_1,C_4_I_1,C_5_A_1,C_5_R_1,C_5_I_1
5a0323d1c259f30001765337,31-35,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",Asian/ Asian British: Indian,Atheist,Hindu,Hindu,Conservative,5,7,6,9,9,9,2,7,7,8,8,7,10,10,10,9,9,8,10,10,9,10,9,9,0,0,0,10,9,9,2,2,3,0,0,0,4,3,6,8,7,7,0,0,0,2,2,1,0,4,1,0,0,0,0,7,1,7,4,4,0,0,0,0,0,0,0,0,0,1,1,0,4,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,9,9,9,10,5,5,10,8,8,3,7,7,4,7,6,10,10,10,8,7,6,4,3,6,4,7,6,0,10,9,0,1,3,3,3,4,8,7,8,10,10,10,0,8,4,9,8,7,0,7,3,4,4,6,0,6,4,10,10,7,10,9,9,10,8,7,10,9,8,10,8,8
,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,10,10,10,7,7,7,4,6,6,8,7,8,10,7,8,7,7,8,7,1,8,9,7,6,7,6,7,10,2,3,7,6,6,6,4,8,8,8,7,5,3,2,6,6,6,4,8,6,4,3,2,4,7,6,2,2,2,9,6,9,8,7,6,4,4,3,0,0,0,0,0,0,3,2,1,0,0,0,6,6,4,0,2,1,0,0,0,6,4,6,8,3,7,10,10,10,6,0,1,6,3,7,0,7,6,10,10,10,4,3,8,3,8,6,10,10,10,4,9,6,0,1,7,7,6,8,3,3,3,2,2,3,10,2,8,4,4,2,8,7,6,0,1,8,6,7,6,2,2,2,10,8,2,10,7,7,10,0,10,10,2,7,10,0,0
,26-30,Male,"Doctorate (e.g. PhD, MD)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Agnostic,Liberal democrat,2,8,10,10,9,10,2,8,8,7,7,6,10,10,10,10,7,10,10,8,9,10,10,10,0,8,8,10,10,9,0,0,0,0,0,8,0,10,10,10,6,6,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,10,0,0,0,0,0,0,10,1,7,8,8,9,10,0,7,10,1,10,1,3,8,8,7,6,8,8,7,5,7,8,8,8,7,3,8,8,0,8,10,0,7,7,1,7,7,9,8,4,10,6,9,0,8,9,8,6,6,0,8,8,4,0,0,1,1,1,10,8,10,10,5,5,10,10,10,10,6,6,10,10,10
5932f5d4991e160001effbd2,46-50,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,10,7,8,6,7,6,6,6,8,6,6,8,9,6,8,9,4,4,5,5,3,10,8,8,4,3,6,6,4,6,8,6,8,4,3,5,7,7,6,2,7,6,6,6,6,2,2,3,4,4,4,7,5,4,6,4,6,4,6,5,5,4,9,8,6,8,5,4,7,4,4,5,6,2,6,3,2,2,2,2,2,1,2,2,2,1,1,4,4,5,5,4,4,5,5,8,1,1,1,7,7,4,9,8,6,9,7,6,4,4,5,3,3,4,2,7,7,10,8,9,0,0,4,1,3,8,2,2,3,9,8,7,10,5,6,0,6,1,10,4,2,0,2,6,0,3,1,0,1,3,10,7,2,10,8,6,10,2,7,10,9,7,10,7,6
5706b40c3409da000f1ab2b6,56-60,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Christian,Christian,SNP,9,9,9,6,6,5,6,7,7,8,7,9,9,9,9,8,8,6,4,0,1,7,6,4,2,5,8,8,8,8,0,9,7,0,1,2,3,8,7,9,8,7,0,0,0,1,1,1,1,1,2,0,5,6,2,9,7,6,7,7,1,0,2,1,3,6,2,3,6,3,5,8,6,5,8,0,0,1,3,2,6,4,5,7,3,5,5,6,5,7,9,6,4,8,7,7,5,3,3,5,3,2,7,7,8,6,6,3,9,9,7,4,5,3,8,8,7,5,3,3,0,9,9,0,8,6,1,8,5,5,5,3,10,10,10,6,5,3,5,5,4,0,10,8,7,7,5,2,6,5,10,10,9,10,10,10,10,9,7,10,9,9,9,7,5
59c4f0a2916c4d000109428a,31-35,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Liberal democrat,5,5,0,5,5,5,5,5,5,5,5,3,9,6,6,10,8,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,5,0,0,0,0,8,7,10,10,10,10,5,2,10,10,10,10,5,5,10,8,8,5,5,5,7,7,7,0,0,0,10,10,10,0,5,5,0,5,5,0,5,0,5,5,5,10,5,5,0,6,5,10,5,5,0,10,10,10,5,0,0,5,5,7,0,0,10,5,5,10,10,10,10,7,7,10,5,4
54b60d74fdf99b1ce0367ab5,26-30,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Liberal democrat,4,8,7,7,7,8,7,8,6,7,3,7,3,8,7,9,7,6,9,9,8,2,7,8,1,7,8,2,7,6,2,3,2,7,8,7,2,7,8,9,9,8,9,6,8,0,6,8,4,7,7,0,7,6,0,10,8,1,6,7,1,7,8,1,4,2,7,3,4,7,9,8,1,8,7,3,7,6,2,7,6,8,6,7,1,8,7,1,1,4,10,7,8,7,9,9,10,10,10,10,10,10,5,6,7,7,8,8,4,1,7,7,7,8,7,8,7,7,3,6,9,8,9,1,8,7,2,8,9,4,7,8,10,9,10,8,8,9,8,9,8,0,8,7,4,7,6,7,6,7,8,9,7,10,10,10,10,8,9,8,6,8,8,8,7
5a4cee4553a4560001ba13d1,31-35,Male,"Masters Degree (e.g. MA, MSc, MSci)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Liberal democrat,0,10,10,10,10,10,10,10,10,10,7,8,10,10,10,9,0,0,10,10,10,7,8,7,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,9,9,3,7,8,9,8,8,10,10,10,2,10,7,3,7,7,10,9,9,0,10,10,0,0,0,0,8,8,8,7,7,10,5,5,0,5,4,10,5,4,0,10,10,0,10,10,0,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5
586b77adc44dd30001cd334f,26-30,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,SNP,10,10,10,0,10,10,0,10,10,3,10,6,10,10,10,10,10,10,5,5,5,10,10,10,0,10,10,4,6,6,10,10,10,0,10,10,10,10,10,8,10,10,5,7,8,5,10,10,4,9,9,0,10,0,3,5,7,0,10,0,10,10,10,8,5,10,1,0,10,2,7,7,10,10,10,0,0,0,0,0,0,0,10,0,10,7,10,7,10,10,5,5,7,10,10,10,10,10,10,10,10,10,6,3,0,10,10,10,0,6,8,6,7,10,0,0,0,10,10,10,0,10,0,0,10,0,0,10,10,3,3,0,10,10,10,0,10,0,10,10,0,0,10,10,0,10,0,0,6,7,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10
593f123d6b824b0001a70456,31-35,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Green,7,6,6,7,6,6,9,8,8,8,7,7,10,8,8,9,6,5,10,8,10,8,8,7,4,4,5,10,8,8,4,4,5,0,0,0,2,1,4,10,0,3,4,1,3,0,0,0,0,0,0,0,4,4,0,0,1,5,1,1,2,1,2,6,5,5,2,2,4,3,1,3,0,0,2,7,7,7,4,1,3,4,5,6,6,5,7,8,7,7,10,7,7,10,8,8,10,8,8,10,7,7,3,3,6,9,8,8,9,9,8,4,4,4,5,7,6,7,3,3,0,0,0,0,3,4,0,0,3,0,5,6,10,8,7,3,4,4,7,7,5,0,5,6,5,5,2,3,4,3,10,10,10,10,7,5,10,8,9,10,8,8,10,1,5
5aeab18815a9c300011acaa2,26-30,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Atheist,Conservative,2,9,10,9,8,8,1,3,9,9,8,8,10,9,10,10,10,9,10,10,10,10,8,7,6,5,4,10,10,10,0,2,2,0,0,0,1,0,0,9,9,10,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,8,6,0,1,0,0,0,1,0,0,0,7,6,7,3,4,8,0,0,0,1,10,7,2,1,2,0,0,3,0,0,0,8,7,8,10,10,10,10,9,9,8,10,6,1,4,7,10,10,10,10,7,10,2,4,8,8,7,6,5,9,10,0,8,2,0,9,9,1,3,2,10,10,10,10,10,10,10,9,9,9,6,1,1,3,6,10,10,10,9,10,10,10,10,10,10,1,4,10,7,4,10,3,1,10,0,0
577e3a5025cb71000128727e,56-60,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Liberal democrat,6,6,6,7,5,5,1,7,7,2,5,5,8,6,6,9,9,5,4,5,5,9,8,8,5,5,5,5,5,5,7,7,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5,5,3,5,5,4,5,5,3,5,5,6,5,5,6,5,5,3,5,5,4,5,5,3,3,2,1,5,5,3,3,3,3,5,5,3,3,1,5,5,5,5,5,5,8,5,5,10,9,8,9,5,5,9,5,7,2,3,6,9,9,9,9,9,9,6,6,7,5,5,5,8,6,5,1,6,5,0,5,5,0,5,5,2,7,8,10,5,5,4,5,5,6,5,5,1,7,5,5,5,5,1,7,8,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5
563a7e0fbe9cac0011aab23b,31-35,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Other (please state),Other (please state),Other (please state),SNP,8,8,8,4,5,5,5,5,5,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,7,7,7,10,10,10,10,10,10,0,0,0,9,10,10,10,0,0,10,10,10,0,0,0,0,0,0,9,0,0,8,7,9,10,10,10,8,8,8,8,8,9,7,7,7,5,5,5,7,7,8,8,8,8,7,8,8,7,7,7,2,2,3,5,5,5,8,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,1,8,8,0,9,9,10,10,10,0,10,10,0,10,10,0,10,10,2,8,8,10,10,10,0,9,9,10,10,10,0,10,10,9,10,10,0,10,10,9,9,9,10,10,10,1,9,9,10,10,10,9,9,9
594a4063f15f310001f8898c,51-55,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Atheist,Labour,6,5,5,6,5,5,5,5,5,7,5,6,8,8,7,9,1,5,6,2,1,7,7,6,6,5,6,10,6,7,6,5,5,1,1,1,5,5,5,6,3,3,5,5,5,1,1,2,3,3,3,0,7,5,1,2,1,2,1,2,3,5,5,3,3,5,2,2,2,2,5,4,4,5,4,3,5,3,5,5,5,1,1,0,1,1,2,1,0,1,8,4,5,9,9,7,9,6,6,10,10,10,6,0,3,9,6,6,9,9,8,3,5,5,7,5,5,5,5,5,0,5,1,0,5,5,1,5,5,2,5,5,10,1,3,3,5,5,6,4,1,0,5,4,6,5,5,3,5,5,10,5,5,10,5,5,10,2,2,9,5,6,10,5,5
59899fe0fd8cca00015cc47b,46-50,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,I don't have any political affiliation,8,5,5,3,0,0,3,2,7,0,0,0,8,5,5,3,7,7,3,0,7,10,7,8,8,3,8,9,3,7,3,3,4,0,0,0,9,9,10,8,10,8,5,0,5,0,7,1,2,2,2,0,10,9,0,8,8,0,0,0,9,10,10,3,7,3,5,3,3,3,5,7,2,0,0,1,0,0,0,0,0,7,7,10,5,3,2,6,6,8,0,2,7,10,9,10,10,1,5,10,8,10,8,3,9,8,3,3,6,4,2,7,7,1,3,7,6,10,3,10,10,10,10,10,9,8,10,9,10,10,2,0,10,8,5,8,3,3,9,7,3,0,8,8,9,7,6,3,0,0,8,8,3,10,10,5,10,10,10,10,7,7,7,3,3
5aed7b118db5b00001adafa8,26-30,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,I don't have any political affiliation,9,7,8,6,6,6,8,8,8,8,8,8,10,9,9,10,7,8,10,0,0,9,9,10,6,3,3,10,10,9,0,0,0,0,0,0,0,2,1,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,7,1,1,10,8,6,10,7,6,10,6,6,6,4,3,10,10,10,8,7,7,6,6,6,7,7,7,5,5,5,0,0,0,3,1,1,0,0,0,6,6,5,10,2,2,0,0,0,6,0,0,0,0,0,8,7,7,0,0,0,4,5,5,10,10,10,10,6,6,10,6,6,10,10,10
5ae3d5acf4134e000107e466,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",Asian/ Asian British: Pakistani,Islamic,Islamic,Islamic,Labour,2,10,10,8,9,9,7,7,7,10,10,10,9,9,10,10,10,10,0,0,0,7,8,9,3,0,1,3,7,8,7,6,7,1,2,3,7,8,9,0,0,0,9,10,10,8,9,9,10,10,10,3,3,4,6,9,9,10,10,10,0,0,0,0,3,1,10,9,8,10,10,10,4,3,3,0,0,0,0,0,0,4,6,3,3,6,3,6,7,9,2,1,0,10,10,10,10,8,7,10,10,10,7,10,10,10,9,10,10,10,10,6,8,9,6,7,8,10,9,10,0,0,0,0,0,0,0,0,0,1,0,1,10,10,10,0,0,0,10,10,10,0,0,0,10,10,10,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,8,8,10
5965dd04b9153e0001617490,26-30,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,SNP,8,5,5,3,3,3,6,6,6,3,3,3,7,7,7,10,10,0,4,7,8,10,9,9,2,3,3,6,5,5,10,10,10,4,3,3,10,10,10,3,3,5,9,9,9,1,1,1,5,5,5,1,2,2,3,3,3,1,2,2,10,8,8,6,6,6,2,2,2,7,6,5,5,5,5,5,5,5,0,7,7,6,5,5,2,1,1,9,9,9,0,0,0,7,8,7,7,3,1,10,10,10,10,6,7,10,10,10,3,0,0,3,5,5,7,4,3,5,5,5,0,0,0,0,0,0,3,3,2,5,5,5,10,10,10,0,0,0,0,0,0,0,0,9,10,10,10,0,0,0,10,10,10,10,7,7,10,10,10,8,7,6,9,7,7
5a0492fa7ecfc50001be0b73,51-55,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,6,7,6,7,8,8,3,5,6,0,5,8,10,10,10,10,5,5,6,5,6,5,8,6,0,0,6,10,9,8,5,5,7,5,6,5,5,5,3,5,5,3,6,6,6,3,8,7,2,5,2,0,0,5,5,5,5,4,5,6,2,6,5,0,4,0,0,5,5,1,0,1,8,7,7,7,3,6,0,0,1,1,0,3,5,7,7,0,0,1,10,7,8,1,5,4,8,1,4,10,10,7,2,5,6,8,7,7,10,9,8,6,7,6,5,5,5,0,6,6,0,10,9,0,5,5,0,9,8,9,10,7,9,5,6,3,2,5,5,8,6,6,2,5,5,5,6,0,3,7,10,9,6,10,5,5,10,10,7,9,5,6,10,5,5
5a78c773eea3d300016df448,46-50,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Spiritualist,Christian,I don't have any political affiliation,7,7,7,2,6,6,7,0,0,2,2,0,7,7,7,8,0,8,10,10,10,8,8,8,3,3,3,7,7,7,10,10,10,0,0,0,10,10,10,10,10,0,4,6,6,0,0,0,0,0,0,0,10,0,5,0,0,3,3,0,7,7,7,0,0,0,0,0,0,4,4,4,3,3,4,3,3,3,0,10,0,2,9,2,3,3,3,4,4,7,8,8,8,10,10,10,10,10,10,10,10,10,0,8,8,7,7,7,10,10,10,3,7,3,4,4,0,3,0,3,0,10,10,0,10,10,0,10,10,3,8,0,10,10,10,1,7,7,8,8,8,0,10,10,8,8,8,2,9,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
5ae9b6f79b283d00017edd26,31-35,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Christian,Christian,I don't have any political affiliation,7,9,10,2,6,8,1,6,8,3,6,8,6,6,4,8,4,6,3,4,6,8,7,9,6,6,7,9,3,6,8,8,9,1,2,5,6,7,8,8,7,9,1,5,7,1,6,8,0,7,8,3,6,8,4,6,8,6,7,8,2,3,9,3,4,1,3,3,2,6,5,7,4,4,7,4,3,4,3,3,1,2,3,1,3,4,7,2,4,6,8,3,7,7,6,2,9,3,5,9,3,6,3,4,2,9,6,8,10,3,7,7,7,8,5,7,8,6,5,2,1,5,1,1,4,4,8,8,4,2,6,7,9,1,3,1,2,1,0,6,1,0,1,2,6,6,1,1,4,1,7,6,8,9,3,2,8,7,1,8,5,6,9,4,2
58106d17a513590001b1ec9e,56-60,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,7,7,6,7,7,8,3,2,3,6,4,5,10,9,9,9,9,7,9,9,6,7,8,6,1,7,4,10,9,7,0,1,1,0,3,2,0,1,1,9,7,7,1,1,2,2,1,1,0,0,1,5,4,2,3,2,4,6,4,5,0,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,2,0,0,1,5,5,1,1,1,1,9,6,6,10,10,8,9,6,4,9,8,7,8,9,6,10,10,8,9,8,7,6,7,7,9,9,8,3,9,3,0,9,3,0,3,3,0,1,3,7,4,3,10,10,6,1,1,7,9,9,6,0,8,6,9,9,6,0,0,3,9,9,6,10,5,5,10,5,5,9,8,6,10,2,2
5af2ef2aa27d3b00011eb45d,31-35,Male,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,10,1,1,7,9,8,0,2,2,0,1,4,2,2,7,10,0,0,5,5,5,4,8,8,0,2,2,0,0,7,5,5,5,6,6,6,7,2,8,0,9,9,5,5,8,2,4,4,7,8,8,0,8,8,5,7,8,7,7,7,0,2,2,0,8,8,0,1,1,0,0,0,7,8,8,0,0,0,0,9,9,0,0,0,5,5,5,2,3,5,2,8,7,0,9,9,3,8,10,10,10,10,6,5,5,10,10,10,5,8,8,0,8,9,5,10,10,6,10,10,0,7,10,0,5,10,1,6,7,3,8,8,10,3,8,0,10,10,1,9,3,0,10,10,10,10,10,0,9,9,10,9,6,10,4,4,10,1,10,5,4,3,10,0,0
5ae57b4202d85e00017da953,31-35,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Atheist,Labour,7,7,7,6,6,7,6,6,8,6,5,8,9,9,9,9,6,6,7,7,7,9,8,8,3,7,7,10,10,10,8,7,7,7,7,8,7,7,7,4,4,6,4,4,4,6,5,6,4,5,5,2,5,6,2,2,3,2,6,6,5,5,5,4,4,4,3,3,3,6,5,5,4,3,3,1,1,1,4,4,3,2,2,2,4,1,1,2,2,2,5,5,5,9,9,9,9,5,7,9,9,9,7,4,6,8,8,8,6,6,6,4,6,6,6,7,7,6,6,6,0,0,4,1,1,7,2,6,7,4,5,6,10,5,6,4,3,3,10,7,5,2,8,8,7,7,7,5,5,5,10,9,9,10,7,7,9,4,5,8,8,6,8,8,8
5af40d8508c1ae000172a3a1,41-45,Male,"Masters Degree (e.g. MA, MSc, MSci)",White: Other - please state,Atheist,Christian,Christian,Liberal democrat,7,3,5,9,10,9,4,4,7,5,4,5,9,10,10,10,3,5,10,7,3,10,9,9,0,0,3,10,8,8,0,1,1,0,0,4,0,1,2,10,6,9,0,1,1,6,3,3,0,1,1,3,7,7,1,7,10,3,4,3,0,0,1,1,0,0,0,0,0,2,1,0,1,4,3,1,1,0,2,1,2,0,0,0,0,0,0,0,0,2,10,9,8,10,10,9,10,1,9,10,2,9,1,4,7,10,9,10,7,9,10,0,9,8,8,8,7,4,7,6,0,9,8,3,1,5,1,6,7,6,4,5,9,8,9,9,7,4,1,2,5,1,6,5,1,6,2,1,2,5,10,7,5,10,8,5,10,1,9,8,6,6,10,3,3
5af2d972c36b060001f80026,36-40,Male,"Masters Degree (e.g. MA, MSc, MSci)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Christian,Agnostic,Liberal democrat,4,4,4,4,6,6,4,4,6,9,7,7,9,7,7,10,7,7,9,2,4,9,9,8,0,1,1,9,5,5,4,4,6,1,1,4,5,9,9,6,4,5,5,3,2,3,3,2,2,4,7,1,5,6,3,2,2,4,4,6,1,1,5,4,4,3,1,1,1,2,4,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,8,4,6,4,5,7,10,6,9,9,6,6,2,1,6,10,9,8,10,8,8,4,6,6,7,7,6,5,6,6,0,3,2,1,2,6,5,5,6,3,3,3,10,4,6,1,6,3,10,4,3,2,7,7,6,6,5,1,6,6,10,3,2,10,6,6,10,5,7,10,7,6,10,3,3
5928456490767e0001e869a3,18-25,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,I don't have any political affiliation,6,6,5,6,7,7,6,5,5,6,7,6,2,3,3,10,10,10,9,9,9,10,10,10,2,2,1,8,9,9,4,4,4,0,0,0,6,7,7,5,5,5,5,5,5,2,3,2,5,5,6,0,0,0,2,1,1,3,4,4,0,0,0,7,6,8,0,0,0,3,4,3,8,6,7,6,7,4,5,5,5,0,0,0,5,5,5,2,3,2,10,9,9,5,6,6,10,10,10,10,9,9,7,8,8,4,6,5,5,5,5,7,8,6,7,8,6,3,6,4,0,0,0,0,5,5,0,0,0,6,6,7,10,10,8,0,6,6,9,8,4,0,5,5,8,8,6,0,0,0,10,10,10,10,10,10,10,10,10,8,8,8,10,10,10
5a775b638fe2dc00010579b2,36-40,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,9,7,6,7,7,7,7,6,6,7,6,6,7,7,6,9,8,8,6,6,5,8,4,6,5,5,4,8,8,8,4,3,4,1,2,1,3,4,3,9,7,7,4,3,3,3,2,2,1,1,0,2,1,1,3,1,2,3,2,2,4,4,5,3,3,3,4,3,4,1,0,0,2,2,2,3,3,2,3,3,3,3,3,3,2,2,1,5,6,5,8,7,7,6,6,7,10,9,8,7,8,8,8,7,6,8,7,9,8,10,9,3,6,4,8,8,7,3,2,3,1,8,7,1,7,6,3,8,6,5,5,5,9,9,9,1,8,6,7,6,6,0,9,7,2,6,6,3,6,6,10,10,10,10,8,7,10,8,10,8,6,6,9,9,9
5ae5e66d3ab2fb0001ef2f3c,31-35,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Atheist,Conservative,8,7,7,2,8,7,4,7,7,6,6,9,9,8,8,8,6,7,10,9,7,8,7,7,0,0,1,9,7,8,0,3,3,0,1,1,10,7,8,7,7,8,1,3,2,4,2,6,0,0,8,0,3,2,3,6,6,7,3,6,0,0,2,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,1,2,2,0,0,2,0,3,8,0,0,6,6,8,7,7,7,7,10,6,7,10,8,8,3,7,7,8,8,8,8,8,8,6,8,8,3,8,7,7,8,7,0,8,6,0,9,9,4,7,6,8,9,9,10,7,8,2,8,7,7,3,3,0,6,6,7,7,6,4,6,7,10,3,2,10,2,3,10,4,6,9,6,6,10,2,2
